State_Name,State_District_Name,NN_Current_Usage_Any_Method_Total,NN_Current_Usage_Any_Method_Rural,NN_Current_Usage_Any_Method_Urban,NN_Current_Usage_Any_Modern_Method_Total,NN_Current_Usage_Any_Modern_Method_Rural,NN_Current_Usage_Any_Modern_Method_Urban,NN_Current_Usage_Female_Sterilization_Total,NN_Current_Usage_Female_Sterilization_Rural,NN_Current_Usage_Female_Sterilization_Urban,NN_Current_Usage_Male_Sterilization_Total,NN_Current_Usage_Male_Sterilization_Rural,NN_Current_Usage_Male_Sterilization_Urban,NN_Current_Usage_Copper_T_Iud_Total,NN_Current_Usage_Copper_T_Iud_Rural,NN_Current_Usage_Copper_T_Iud_Urban,NN_Current_Usage_Pills_Total,NN_Current_Usage_Pills_Rural,NN_Current_Usage_Pills_Urban,NN_Current_Usage_Condom_Nirodh_Total,NN_Current_Usage_Condom_Nirodh_Rural,NN_Current_Usage_Condom_Nirodh_Urban,NN_Current_Usage_Emergency_Contraceptive_Pills_Total,NN_Current_Usage_Emergency_Contraceptive_Pills_Rural,NN_Current_Usage_Emergency_Contraceptive_Pills_Urban,NN_Current_Usage_Any_Traditional_Method_Total,NN_Current_Usage_Any_Traditional_Method_Rural,NN_Current_Usage_Any_Traditional_Method_Urban,NN_Current_Usage_Periodic_Abstinence_Total,NN_Current_Usage_Periodic_Abstinence_Rural,NN_Current_Usage_Periodic_Abstinence_Urban,NN_Current_Usage_Withdrawal_Total,NN_Current_Usage_Withdrawal_Rural,NN_Current_Usage_Withdrawal_Urban,NN_Current_Usage_Lam_Total,NN_Current_Usage_Lam_Rural,NN_Current_Usage_Lam_Urban
Uttar Pradesh,Deoria,46.85,45.57,55.88,28.96,26.72,44.87,13.44,13.33,14.12,0.22,0.2,0.36,0.22,0.23,0.12,4.52,4.43,5.14,9.57,7.78,22.37,0.9,0.69,2.39,17.89,18.84,11.01,10.18,10.84,5.38,4.29,4.32,4.07,2.78,3.1,0.48
Uttar Pradesh,Etah,59.58,58.56,64.7,20.78,17.71,36.07,8.14,8.51,6.32,0.02,0.02,0,0.81,0.73,1.24,1.94,1.66,3.35,9.36,6.23,24.91,0.1,0.09,0.12,38.8,40.85,28.63,34.84,36.57,26.28,1.99,1.97,2.11,1.24,1.47,0.12
Uttar Pradesh,Etawah,67.82,67.45,69.11,41.94,41.35,44.04,19.45,20.85,14.49,0.14,0.11,0.22,1.34,1.41,1.1,1.91,1.42,3.64,18.91,17.35,24.42,0.14,0.16,0.06,25.89,26.11,25.08,16.42,16.17,17.31,4.23,4.22,4.24,5.05,5.54,3.31
Uttar Pradesh,Faizabad,62.5,62.08,65.63,30.27,28.02,47.08,9.58,9.49,10.32,0.4,0.36,0.7,0.56,0.4,1.74,3.89,4.03,2.9,13.07,10.79,30.03,2.66,2.86,1.16,32.22,34.06,18.55,22.28,23.46,13.45,6.67,7.16,3.01,2.18,2.4,0.58
Uttar Pradesh,Farrukhabad,58.56,57.79,60.42,32.34,28.15,43.2,8.04,8.07,7.96,0.03,0.05,0,1.72,1.92,1.19,3.6,3.79,3.09,18.53,14.02,30.26,0.07,0.1,0,26.21,29.64,17.22,17.59,19.09,13.64,3.04,3.85,0.9,5.32,6.4,2.49
Uttar Pradesh,Fatehpur,68.64,68.5,69.81,42.67,42.33,45.67,15.1,15.23,13.89,0.35,0.34,0.52,3.07,3.02,3.47,6.14,6.05,6.95,16.61,16.2,20.32,1.25,1.37,0.17,25.96,26.16,24.14,12.58,12.51,13.2,6.41,6.37,6.77,6.7,6.99,3.99
Uttar Pradesh,Firozabad,74.81,76.05,71.14,32.31,31.15,35.71,13.32,13.94,11.52,0.03,0.04,0,0.77,0.56,1.4,7.51,8.19,5.49,10.34,8.2,16.66,0.03,0.04,0,42.5,44.9,35.42,41.84,44.25,34.72,0.38,0.37,0.41,0.15,0.14,0.18
Uttar Pradesh,Gautam Buddha Nagar,73.96,71.51,79.61,51.67,48.31,59.38,28.25,30.33,23.5,0.11,0.16,0,3.61,3.21,4.52,4.85,3.62,7.68,13.86,9.99,22.75,0.17,0.13,0.26,22.3,23.2,20.23,17.09,18.11,14.75,3.97,3.73,4.52,0.99,1.16,0.61
Uttar Pradesh,Ghaziabad,71.51,68.45,73.42,52.57,49.03,54.77,24.1,27,22.31,0.12,0.07,0.16,3.2,3.1,3.27,3.24,3.23,3.25,21.12,14.71,25.09,0.17,0.16,0.18,18.94,19.42,18.65,15.12,15.22,15.07,3.27,3.57,3.09,0.32,0.44,0.25
Uttar Pradesh,Ghazipur,58.63,58.42,61.05,38.27,37.95,41.96,25.24,26.19,14.15,0.31,0.28,0.66,0.47,0.4,1.32,3.09,2.76,6.91,8.34,7.65,16.45,0.57,0.43,2.14,20.36,20.47,19.09,14.41,14.75,10.53,2.86,2.85,2.96,2.45,2.28,4.44
Uttar Pradesh,Gonda,48.74,48.14,58.73,21.17,20.14,38.33,10.29,10.34,9.38,0.03,0.03,0,1.32,1.32,1.22,1.79,1.77,2.04,7.44,6.34,25.69,0.16,0.17,0,27.57,28,20.39,19.34,19.89,10.2,1.51,1.33,4.49,6.56,6.61,5.71
Uttar Pradesh,Gorakhpur,61.54,57.71,69.6,47.34,43.04,56.47,17.9,20.08,13.13,0.38,0.22,0.72,0.49,0.17,1.17,4.9,2.48,10.09,20.94,18.05,27.11,2.41,1.8,3.71,14.2,14.67,13.13,10.03,11.81,6.14,2.88,1.49,5.87,0.83,0.99,0.47
Uttar Pradesh,Hamirpur,69.9,69.82,70.09,39.03,38.38,41.32,27,28.23,22.52,0.17,0.17,0.17,0.65,0.1,2.6,0.5,0.37,0.95,10.57,9.36,14.9,0.03,0.02,0.09,30.87,31.44,28.76,21.32,21.99,18.89,2.82,2.64,3.47,6.04,6.27,5.2
Uttar Pradesh,Hardoi,54.72,53.05,65.42,31.67,29.82,43.53,8.01,8.17,7.04,0.47,0.48,0.39,1.71,1.78,1.3,4.44,4.34,5.08,16.58,14.58,29.32,0.2,0.21,0.13,23.03,23.22,21.89,16.68,16.36,18.77,2.43,2.73,0.52,3.44,3.66,2.09
Uttar Pradesh,Hathras,63.24,62.83,64.46,33.5,32.14,37.54,21.74,22.69,18.9,0.02,0.02,0,0.74,0.6,1.17,1.89,1.74,2.35,8.53,6.63,14.21,0.24,0.16,0.46,29.74,30.68,26.92,23.56,24.38,21.12,3.5,3.39,3.85,2.11,2.29,1.56
Uttar Pradesh,Jalaun,62.7,63.31,60.71,49.04,49.38,47.93,33.61,36.15,25.31,0.73,0.63,1.02,0.33,0.28,0.51,0.78,0.67,1.15,13.5,11.6,19.75,0.04,0.01,0.13,13.66,13.94,12.78,9.14,8.64,10.8,1.2,1.27,0.96,3.22,3.9,0.96
Uttar Pradesh,Jaunpur,59.13,59.33,NA,38.73,38.65,NA,21.43,21.84,NA,0.15,0.14,NA,0.27,0.21,NA,4.31,4.3,NA,11.36,11.02,NA,1.04,1,NA,20.4,20.69,NA,15.87,16.23,NA,1.74,1.82,NA,1.93,1.88,NA
Uttar Pradesh,Jhansi,75.19,74.96,75.42,66.73,65.8,67.73,48.28,56.6,39.29,0.34,0.12,0.57,0.54,0.11,0.99,1.51,0.78,2.29,15.92,8.12,24.34,0.04,0.02,0.06,8.46,9.16,7.69,4.93,5.3,4.53,1.13,1.36,0.87,2.33,2.45,2.19
Uttar Pradesh,Jyotiba Phule Nagar,64.15,63.29,66.92,47.5,44.08,58.38,23.03,23.38,21.9,0,0,0,0.67,0.71,0.56,2.53,2.3,3.25,20.98,17.35,32.49,0.05,0.03,0.09,16.65,19.21,8.54,12.9,15.24,5.48,2.37,2.59,1.67,1.21,1.16,1.39
Uttar Pradesh,Kannauj,48.34,46.3,55.85,29.68,26.76,40.4,7.37,7.86,5.58,0.07,0.06,0.09,1.07,0.95,1.52,11.21,9.91,16,9.59,7.69,16.61,0.05,0.02,0.18,18.66,19.54,15.45,13.62,14.82,9.17,2.16,2.28,1.74,2.76,2.31,4.42
Uttar Pradesh,Kanpur Dehat,55.03,54.99,NA,38.69,38.12,NA,12.03,12.16,NA,0.28,0.31,NA,2.02,2.01,NA,3.41,3.25,NA,20.11,19.53,NA,0.56,0.6,NA,16.34,16.87,NA,8.47,9.05,NA,4.41,4.35,NA,3.17,3.18,NA
Uttar Pradesh,Kanpur Nagar,65.89,69.96,64.76,41.33,42.21,41.08,11.93,18.4,10.13,0.15,0.31,0.11,1.8,1.46,1.9,3.58,2.96,3.76,22.98,18.75,24.16,0.1,0.03,0.11,24.57,27.75,23.68,19.79,19.34,19.92,1.38,3.48,0.79,3.27,4.89,2.82
Uttar Pradesh,Kaushambi,55.29,55.21,55.52,30.85,30.26,35.67,16.31,17,10.19,0.29,0.32,0,0.37,0.4,0.13,4.2,3.4,11,8.58,7.98,13.68,0.95,1.01,0.4,24.44,24.95,19.85,21.45,22.02,16.36,1.18,1.13,1.61,1.66,1.63,1.88
Uttar Pradesh,Kheri,44.89,43.74,56.75,30.69,29.07,47.37,14.35,14.89,8.89,0.16,0.18,0,1.3,1.21,2.26,3.45,3.18,6.31,10.91,9.11,29.43,0.27,0.26,0.32,14.2,14.67,9.38,5.41,5.51,4.37,1.43,1.49,0.81,7.21,7.52,4.04
Uttar Pradesh,Kushinagar,64.59,64.56,NA,36.01,35.73,NA,19.76,19.81,NA,0.35,0.35,NA,0.13,0.11,NA,4.5,4.45,NA,9.7,9.49,NA,1.41,1.37,NA,28.59,28.83,NA,22.91,23.14,NA,1.95,1.92,NA,3.2,3.23,NA
Uttar Pradesh,Lalitpur,75.26,74.73,79.37,61.08,60.68,64.15,43.47,44.72,33.37,0.25,0.18,0.86,0.04,0.04,0,3.57,3.52,3.98,13.65,12.11,25.94,0,0,0,14.19,14.05,15.22,6.65,6.2,10.2,2.01,2.07,1.56,5.19,5.58,2.07
Uttar Pradesh,Lucknow,62.73,59.32,65.09,44.11,38.96,47.73,18.35,22,15.73,1.25,1.94,0.76,2.72,2.44,2.91,3.29,2.97,3.5,17.83,9.18,23.96,0.21,0.09,0.29,18.62,20.35,17.37,12.32,12.92,11.88,2.41,2.44,2.38,3.57,4.62,2.81
Uttar Pradesh,Maharajganj,66.57,66.17,NA,38.41,37.29,NA,22.91,22.77,NA,0.31,0.29,NA,0.34,0.23,NA,5.56,5.28,NA,6.93,6.45,NA,1.41,1.3,NA,28.16,28.87,NA,20.81,21.4,NA,0.91,0.84,NA,5.77,6.08,NA
Uttar Pradesh,Mahoba,73.73,73.2,75.17,58.04,57.98,58.28,33.19,37.58,21.81,0.06,0.09,0,1.71,2.14,0.6,9.57,8.23,13.07,13.4,9.83,22.71,0,0,0,15.68,15.23,16.89,9.44,9.97,8.05,2.07,1.63,3.23,3.76,3.35,4.82
Uttar Pradesh,Mainpuri,62.02,61.99,62.13,23.17,21.47,30.88,9.34,9.68,7.79,0.05,0.04,0.09,1.41,1.48,1.1,1.59,1.39,2.47,10.58,8.69,19.15,0,0,0,38.85,40.52,31.25,36.93,38.54,29.6,0.97,1.06,0.55,0.57,0.54,0.73
Uttar Pradesh,Mathura,63.84,62.85,65.75,40.33,38.67,43.39,27.74,30.08,23.61,0.1,0.08,0.13,1.39,1.02,2.05,3.06,2.63,3.83,7.3,4.19,12.87,0.16,0.14,0.18,23.51,24.18,22.36,20.17,20.53,19.56,2.77,3.02,2.32,0.08,0.08,0.09
Uttar Pradesh,Mau,57.02,56.11,60.27,32.2,32.21,32.27,15.43,15.99,13.56,0.22,0.19,0.31,0.2,0.07,0.63,4.23,4.37,3.75,10.92,10.38,12.83,1.11,1.08,1.2,24.82,23.91,28,18.52,18.33,19.24,4.08,3.8,5.06,1.72,1.51,2.45
Uttar Pradesh,Meerut,59.91,59.19,60.86,46.4,46.16,46.75,22.75,24.65,20.33,0.13,0.11,0.16,1.65,1.7,1.6,3.53,3.67,3.36,17.56,15.22,20.57,0.13,0.12,0.13,13.52,13.07,14.11,9.37,8.15,10.94,2.79,3,2.52,1.27,1.84,0.55
Uttar Pradesh,Mirzapur,55.61,55.57,55.99,45.73,45.48,47.55,30.93,32.42,20.28,0.53,0.43,1.26,1.19,0.68,4.84,2.32,2.04,4.31,9.25,8.38,15.43,1.22,1.22,1.26,9.88,10.08,8.43,7.79,8.16,5.2,0.4,0.41,0.36,0.83,0.54,2.87
Uttar Pradesh,Moradabad,62,59.92,66.36,38.76,34.93,46.77,15.09,15.82,13.57,0.02,0.01,0.04,1.2,1.11,1.4,2.47,2.4,2.6,19.23,14.79,28.54,0.18,0.15,0.25,23.24,24.99,19.59,17.93,18.95,15.8,2.07,2.42,1.32,2.87,3.19,2.19
Uttar Pradesh,Muzaffarnagar,55.9,55.13,57.86,40.66,40.02,42.32,17.92,19.67,13.49,0.1,0.03,0.26,1.64,1.45,2.1,4.08,3.89,4.57,16.51,14.63,21.26,0.08,0.05,0.16,15.23,15.11,15.54,10.29,10.17,10.61,4.5,4.5,4.52,0.27,0.29,0.21
Uttar Pradesh,Pilibhit,65.41,64.95,67.84,44.44,43.32,50.36,21.4,23.08,12.5,0.08,0.08,0.12,0.51,0.45,0.85,6.28,5.99,7.77,15.32,13.06,27.31,0.32,0.24,0.73,20.97,21.63,17.48,17.24,17.77,14.44,1.5,1.44,1.82,1.69,1.87,0.73
Uttar Pradesh,Pratapgarh,48.44,48.12,55.52,33.47,32.82,47.7,18.36,18.48,15.64,0.13,0.14,0,0.37,0.29,2.1,3.86,3.67,8.2,9.39,8.88,20.41,1.25,1.25,1.34,14.97,15.29,7.82,12.2,12.57,4.01,0.89,0.91,0.38,1.54,1.48,2.86
Uttar Pradesh,Rae Bareli,46.52,46,52.34,28.61,27.94,36.2,14.72,15.03,11.28,0.19,0.21,0,1.06,1.06,1.1,1.67,1.72,1.1,10.6,9.66,21.15,0.14,0.09,0.63,17.9,18.06,16.14,9.77,9.9,8.3,1.82,1.84,1.57,5.83,5.84,5.8
Uttar Pradesh,Rampur,49.24,46.14,58.25,37.46,34.79,45.24,14.72,14.82,14.45,0,0,0,0.98,1.1,0.61,2.89,2.89,2.88,18.44,15.6,26.75,0.09,0.06,0.17,11.78,11.35,13.01,8.8,8.3,10.24,2.22,2.11,2.55,0.29,0.37,0.06
Uttar Pradesh,Saharanpur,69.35,69.28,69.58,50.28,48.58,55.86,20.9,23.05,13.85,0.09,0.09,0.06,1.4,1.26,1.86,7.81,8.32,6.16,19.67,15.38,33.73,0.05,0.06,0,19.07,20.7,13.72,14.09,15.17,10.52,3.73,4.16,2.31,1.16,1.24,0.9
Uttar Pradesh,Sant Kabir Nagar,46.73,46.11,NA,24.9,24.18,NA,11.06,11.1,NA,0.77,0.81,NA,0.27,0.25,NA,3.15,2.97,NA,8.39,7.87,NA,0.87,0.77,NA,21.83,21.93,NA,15.95,15.92,NA,2.96,3.07,NA,1.59,1.67,NA
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),50.36,51.02,45.77,38.86,39.13,36.99,26.43,28.07,14.63,0.32,0.33,0.23,0.69,0.55,1.64,2.22,1.99,3.86,7.78,6.9,14.17,1.16,1.06,1.87,11.51,11.89,8.78,8.14,8.57,5.03,0.94,0.94,0.94,1.93,1.84,2.58
Uttar Pradesh,Shahjahanpur,51.61,47.96,69.19,30.56,26.19,51.6,11.04,9.6,17.98,0.02,0.02,0,1.05,0.94,1.57,4.39,4.3,4.87,13.67,11.03,26.39,0.08,0.05,0.24,21.05,21.77,17.59,14.57,15.49,10.13,2.34,1.93,4.32,3.88,4.05,3.06
Uttar Pradesh,Shrawasti,42.73,42.33,NA,15.92,15.42,NA,4.21,4.23,NA,0.14,0.14,NA,0.15,0.16,NA,3.01,2.91,NA,7.11,6.73,NA,0.93,0.92,NA,26.81,26.9,NA,16.59,16.67,NA,3.27,3.22,NA,5.64,5.74,NA
Uttar Pradesh,Siddharthnagar,44.95,44.3,NA,22.83,22.15,NA,6.18,6.03,NA,0.39,0.4,NA,0.2,0.15,NA,4.84,4.76,NA,9.49,9.12,NA,0.95,0.92,NA,22.13,22.14,NA,15.61,15.45,NA,1.57,1.62,NA,3.69,3.79,NA
Uttar Pradesh,Sitapur,39.76,40.11,36.11,26.45,26.63,24.55,15.35,16.13,7.29,0.99,1.02,0.71,0.98,0.99,0.89,1.7,1.57,3.02,7.15,6.68,11.92,0.06,0.05,0.18,13.32,13.48,11.56,4.59,4.34,7.12,1.56,1.59,1.25,7.13,7.51,3.2
Uttar Pradesh,Sonbhadra,58.13,56.2,68.89,44.69,43.02,54.02,32.64,33.99,25.01,1.38,1.5,0.71,0.5,0.43,0.86,2.34,1.74,5.72,6.75,4.49,19.44,0.94,0.75,2,13.44,13.18,14.86,9.26,8.79,11.86,0.44,0.42,0.57,1.85,1.9,1.57
Uttar Pradesh,Sultanpur,50.48,49.3,NA,38.58,38.37,NA,23.64,23.93,NA,0.43,0.43,NA,1.06,1.02,NA,1.83,1.72,NA,11.32,10.98,NA,0.09,0.07,NA,11.9,10.93,NA,3.72,2.9,NA,2.42,2.44,NA,5.36,5.28,NA
Uttar Pradesh,Unnao,54.44,53.68,57.61,33.21,32.83,34.79,12.12,12.76,9.4,0.76,0.76,0.76,2.05,1.96,2.43,2.43,2.18,3.49,15.62,14.99,18.27,0.06,0.07,0,21.24,20.86,22.82,13.5,13.91,11.75,3.11,2.23,6.82,4.16,4.35,3.34
Uttar Pradesh,Varanasi,63.14,60.47,66.45,46.94,45.08,49.25,26.49,31.27,20.63,0.22,0.26,0.18,2.05,0.89,3.48,2.92,2.62,3.3,13.86,8.37,20.61,0.72,1.25,0.08,16.2,15.39,17.21,11.17,10.35,12.19,1.54,1.72,1.32,2.89,2.88,2.89
Uttarakhand,Almora,76.66,77.34,69.15,71.86,73.23,57.5,50.91,53.54,24,3.67,3.93,1.08,0.53,0.37,2.16,2.2,1.85,5.71,14.41,13.44,23.92,0.07,0.05,0.31,4.8,4.11,11.65,0.39,0.22,2.16,2.14,1.55,8.03,2.26,2.34,1.47
Uttarakhand,Bageshwar,70.6,70.43,73.69,61.51,61.4,63.42,37.74,38.5,23.9,9.38,9.79,1.98,0.64,0.54,2.57,2.14,1.76,8.89,11.33,10.52,25.88,0.17,0.16,0.2,9.09,9.02,10.27,3.13,2.91,7.11,3.67,3.74,2.37,2.18,2.26,0.79
Uttarakhand,Chamoli,76.93,77.75,72.64,72.47,73.26,68.41,59.89,62.08,48.49,2.89,3.3,0.79,0.27,0.17,0.79,1.12,0.82,2.72,8.1,6.73,15.24,0.17,0.14,0.33,4.45,4.49,4.24,0.52,0.51,0.54,0.13,0.12,0.19,3.76,3.82,3.42
Uttarakhand,Champawat,73.48,76.49,57.84,67.59,70.37,53.15,46.81,51.29,23.71,0.71,0.79,0.3,0.17,0.21,0,4.19,3.59,7.25,15.56,14.44,21.29,0.05,0,0.3,5.93,6.18,4.68,0.81,0.94,0.15,2.12,2.12,2.11,3,3.12,2.42
Uttarakhand,Dehradun,72.15,71.38,72.7,55.06,55.97,54.4,17.8,21.83,14.9,1.04,1.13,0.98,1.7,1.28,2,7.85,8.84,7.14,24.57,20.61,27.43,1.76,2,1.58,17.09,15.41,18.3,12.37,10.8,13.51,2.84,2.15,3.34,1.53,2.16,1.08
Uttarakhand,Haridwar,56.83,52.13,62.18,45.36,40.16,51.28,11.33,12,10.57,0.37,0.2,0.56,1.4,0.97,1.9,7.9,8.52,7.2,22.81,16.43,30.09,1.11,1.51,0.66,11.47,11.97,10.9,6.69,7.58,5.67,1.36,0.59,2.23,3.1,3.52,2.63
Uttarakhand,Nainital,68.75,73.16,60.96,63.2,67.89,54.91,29.12,34.36,19.9,1.82,2.45,0.69,1.42,1.43,1.41,5.19,5.18,5.2,25.02,23.88,27.03,0.4,0.38,0.46,5.55,5.26,6.05,1.72,1.38,2.32,1.49,1.46,1.54,2.32,2.41,2.15
Uttarakhand,Pauri Garhwal,69.52,68.98,72.42,58.61,58.67,58.29,30.47,32.64,18.77,0.83,0.83,0.83,1.26,1.07,2.3,6.34,6.09,7.71,18.34,16.68,27.31,1.26,1.28,1.15,10.91,10.31,14.14,9.68,9.17,12.4,0.82,0.74,1.26,0.28,0.26,0.35
Uttarakhand,Pithoragarh,76.68,77.28,73.79,72.19,72.94,68.6,52.35,56.47,32.64,1.25,1.34,0.81,0.38,0.29,0.81,2.74,2.31,4.84,15.32,12.42,29.23,0.09,0.07,0.15,4.49,4.34,5.19,0.81,0.8,0.85,1.56,1.53,1.7,2.1,1.99,2.63
Uttarakhand,Rudraprayag,78.98,79.01,NA,74.31,74.33,NA,64.41,64.61,NA,1.03,1.03,NA,0.28,0.25,NA,0.82,0.79,NA,7.7,7.58,NA,0.03,0.03,NA,4.68,4.68,NA,0.71,0.71,NA,0.21,0.21,NA,3.76,3.76,NA
Uttarakhand,Tehri Garhwal,63.09,61.93,69.57,53.43,52.82,56.88,34.48,36.07,25.59,0.39,0.4,0.34,0.51,0.33,1.52,4.95,4.68,6.5,11.89,10.1,21.91,1.07,1.13,0.72,9.66,9.12,12.69,8.19,7.79,10.42,0.49,0.51,0.34,0.92,0.78,1.69
Uttarakhand,Udham Singh Nagar,69.48,70.98,65.99,63.1,63.84,61.39,27.54,30.34,21.04,0.3,0.32,0.25,0.78,0.63,1.12,3.88,3.97,3.67,30.18,28.39,34.33,0.29,0.1,0.74,6.37,7.14,4.59,0.76,0.83,0.58,2.27,2.55,1.64,3.28,3.69,2.35
Uttarakhand,Uttarkashi,68.75,68.47,70.5,61.95,62.25,60.12,43.43,45.73,29.06,3.07,3.36,1.26,0.66,0.54,1.41,6.59,6.84,5.04,7.09,4.73,21.79,1.04,0.98,1.41,6.8,6.23,10.38,4.55,4.4,5.49,1.25,1.05,2.52,0.93,0.71,2.3
