State_Name,State_District_Name,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Total,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Rural,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Urban,TT_Children_Aged_12_23_Months_Fully_Immunized_Total,TT_Children_Aged_12_23_Months_Fully_Immunized_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Urban,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Total,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Rural,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Urban,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Total,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Rural,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Urban,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Total,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Rural,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Urban,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Total,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Rural,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Urban,TT_Children_Whose_Birth_Weight_Was_Taken_Total,TT_Children_Whose_Birth_Weight_Was_Taken_Rural,TT_Children_Whose_Birth_Weight_Was_Taken_Urban,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Total,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Rural,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Urban
Assam,Barpeta,94.2,93.9,97.3,93.5,93.4,94.5,76.5,76.6,75.5,78.5,78.4,80,76.3,76.7,71.8,62.1,61.9,63.6,67.7,67.2,74.5,4.3,4.2,5.5,57,57,56.4,36.1,35.4,44.5,55.3,52.9,84.8,22.5,22.7,21
Assam,Bongaigaon,95.8,95.6,97.9,94.3,94.2,95.8,67.8,67.5,71.4,66.6,67.6,56.8,79.4,79,84.4,52.4,52.8,47.9,73.7,71.9,91.7,3.4,3.5,2.1,55,54.4,61.5,30.3,29.4,39.1,55.7,52.9,86.4,21.6,21.6,21.2
Assam,Cachar,92.7,94.4,84.7,94.2,94.1,94.2,71.3,70.6,74.8,77.1,76.1,81.8,80.3,80.3,79.9,64.5,63.9,67.3,82,80.1,91.3,2.7,2.6,2.9,47.5,46.4,53,19.9,19.3,23.2,61.7,58.3,80.3,27.8,27.8,27.8
Assam,Darrang,94.7,94.6,NA,93.2,93,NA,79.3,79.5,NA,70.8,71,NA,71.6,71.1,NA,56.4,56.1,NA,76.3,75.7,NA,5.3,5.4,NA,44.6,44.8,NA,24.4,23.8,NA,65,64.6,NA,25.2,26.2,NA
Assam,Dhemaji,92.2,92.2,92.9,91.5,91.4,93.1,80.4,79.9,86.8,78,77.6,84.1,77.5,77,83,66.6,65.9,75.8,78.5,78.5,78.6,7.5,7.6,6,58.6,58,65.4,21.9,21.7,24.5,74.1,73.4,82.2,14.5,14.3,17.1
Assam,Dhubri,92.1,91.6,97.1,89.9,89.2,96.1,72.5,72.1,76.7,69.4,68.4,78.6,62.3,59.9,84.5,48.7,46.9,66,61.8,59.1,88.3,7.8,8.4,2.9,50.2,50.4,48.5,31.9,32.5,26.2,41.7,37.9,83.8,16.5,16,19.3
Assam,Dibrugarh,95.2,94.8,97.1,97.5,97.3,98.5,90.6,89.8,93.8,88,87.4,90.7,93.1,92.7,94.7,82.3,81.5,85.8,93.7,93.3,95.4,0.9,0.9,0.7,77.7,78.3,75.1,17.2,17.4,16.6,81.8,80.4,87.7,31.6,33.1,26.5
Assam,Goalpara,96.4,96.3,97.7,91.8,91.8,92.1,72.2,72.5,68.4,58.1,58.9,45.8,72.2,72.4,68.9,46.6,47.3,37.3,72.1,71.7,78,4.5,4.6,2.8,57.6,57.9,53.7,41,41,41.2,57.6,56.5,71.4,18.4,18.1,20.8
Assam,Golaghat,96.4,96,99.6,96.6,96.7,95.5,76.9,76.8,77.8,85.1,85.1,84.9,89.3,89.5,87.6,69.4,69.2,71.6,80.5,80,84.4,1.4,1.1,4,68,67.1,75.1,17.1,17.3,15.1,75.5,74.1,87.3,24.7,25.1,21.6
Assam,Hailakandi,89.5,88.6,NA,89.3,88.7,NA,74.1,73.9,NA,75.3,74.5,NA,78.6,78.3,NA,67.1,67.6,NA,80.1,78.9,NA,7.4,7.9,NA,65.8,64.4,NA,27.2,27.4,NA,36.9,32.3,NA,28.2,22.1,NA
Assam,Jorhat,96.1,95.9,96.8,96.8,96.8,97.3,81,81.6,78.7,83.7,84.3,81.3,90.3,90.3,90.6,70.9,71.8,67.2,84.9,84.1,87.8,1.3,1.3,1.2,75.1,75,75.5,20.3,21.4,16.4,81,80.2,84,22.5,23.4,19.4
Assam,Kamrup,97.7,98,97.3,97.8,97.9,97.6,75.1,69.4,82.2,77.5,75,80.6,88.4,87.1,90,64.6,59.1,71.6,86.1,84.8,87.7,1.3,0.9,1.9,66.7,65.6,68.1,26.1,25.9,26.3,85.1,82.5,88.5,23.9,23.2,24.8
Assam,Karbi Anglong,88.3,86.6,94.9,91,89.3,97.8,76.5,77.5,72.6,79.4,79.6,78.6,85.2,83.9,90.2,71.8,72.9,67.7,69.9,66.8,81.7,6,7.5,0.2,74.4,73.3,79.1,24.3,25,21.6,57.8,52.7,78.9,23.4,23.5,23
Assam,Karimganj,89.4,89.1,NA,88.5,88.1,NA,73.8,73.5,NA,73.2,72.9,NA,73.8,74,NA,65.4,65.3,NA,80.3,79.9,NA,7.2,7.4,NA,65.8,65.5,NA,27.2,26.8,NA,34.4,32.8,NA,29.1,29.5,NA
Assam,Kokrajhar,86.9,86.7,NA,96.2,96,NA,79.2,78.5,NA,72.9,72.2,NA,85.3,84.9,NA,59.2,58.7,NA,78,76.4,NA,2.5,2.8,NA,64.8,63.7,NA,24.7,24.9,NA,58.3,56.8,NA,24.5,24.6,NA
Assam,Lakhimpur,98.8,98.7,NA,98.1,97.9,NA,79.5,79.4,NA,78.1,77.7,NA,87.6,87.7,NA,64.2,64.2,NA,91.6,91.4,NA,1.6,1.7,NA,63,62.7,NA,30.9,31,NA,84.4,83.9,NA,12,11.6,NA
Assam,Marigaon,98.3,98.3,98.8,93.8,93.6,96.9,82.6,82.5,85,84.6,84.6,85.6,82.8,82.6,87.5,66.2,66,72.5,71.6,70.9,89.4,3.2,3.3,1.9,66.2,66,73.8,25.9,25.8,27.5,64.4,64.3,66.8,21.8,21.8,23.7
Assam,Nagaon,88.5,87.3,95.8,89.2,88.1,94.9,74.9,75.1,73.8,69.1,68,75.5,68.5,68.1,71.3,52.5,51.8,56.6,69.4,67.3,82.3,5.7,6.2,2.5,62,62,62.3,25.1,25.2,24.5,55.1,51.5,78.6,23.7,23.8,23.2
Assam,Nalbari,96.8,96.7,NA,98,98,NA,78.6,78.4,NA,87.8,87.7,NA,88,88,NA,68,67.8,NA,90.8,90.7,NA,1.6,1.7,NA,72.2,72.3,NA,25.6,25.4,NA,82.5,82.4,NA,27.3,27.3,NA
Assam,North Cachar Hills,90.5,85.7,95.4,91.6,87.2,96,65.8,67.2,64.4,64.8,66,63.6,75.5,70.4,80.7,56.2,57.1,55.2,84.2,77.5,91,5.9,9.4,2.4,46.4,45.8,46.9,27.6,30,25,71.3,58.2,84.6,26.1,27.3,25.3
Assam,Sibsagar,97.4,97.5,95.7,98,98,97.9,88.4,88.3,89.2,92,92.1,89.2,93.4,93.5,92.5,83.5,83.4,84.9,92.4,92.4,92.5,0.8,0.8,1.1,72.4,71.8,81.7,13.6,13.2,22.6,86.3,85.8,93.4,23.5,23.3,26
Assam,Sonitpur,94.3,94.1,96,95.8,95.8,95.2,84.3,84.7,81.4,83.1,83.4,80.8,85,85.2,83.9,70.5,70.9,66.9,81.3,80.7,87.3,2.5,2.4,3.1,66.3,67.1,59,27.3,27.2,28.5,67.8,66.5,80.2,19.9,19.8,20.9
Assam,Tinsukia,95.9,95.6,97.9,98.4,98.2,99.3,87.8,87.7,88.5,88.9,88.8,89.5,91.1,90.6,93.9,79,78.9,80,84.6,83.9,89.5,0.9,1,0.4,78,77.6,80.4,12.1,11.6,15.4,74.2,72.2,85.3,26.3,26.6,25.2
Bihar,Araria,78.5,77.5,NA,91.3,91,NA,83,83.5,NA,80.9,81.5,NA,67.2,66.8,NA,59.9,59.9,NA,58.1,56.5,NA,5.2,5.4,NA,65,66,NA,42.5,41,NA,37.4,36.6,NA,9.8,9.4,NA
Bihar,Aurangabad,83.6,84.1,78.9,96.7,96.9,94.3,90.7,91,87.4,92.1,92.3,89.1,82.9,83.4,77.7,78.6,79.2,73.1,85.5,85.8,82.3,1.9,1.7,3.4,57.7,57.8,56.6,24.3,23.6,31.4,47.2,46.6,53.4,20.1,19.6,24.4
Bihar,Banka,77.6,77.4,NA,96.3,96.2,NA,76,76.3,NA,80.6,80.5,NA,81.5,81.7,NA,65.7,65.9,NA,83.1,82.9,NA,1.7,1.8,NA,54.6,54.4,NA,24.2,24,NA,50.2,49.9,NA,21,20.8,NA
Bihar,Begusarai,74.9,74.3,NA,96.9,96.9,NA,80,79.2,NA,81,80.3,NA,78,77.1,NA,65.2,63.8,NA,81.2,80.5,NA,1.6,1.6,NA,53.5,53.1,NA,22.3,22.4,NA,50.1,48.6,NA,27.5,28,NA
Bihar,Bhagalpur,82.7,83.9,74.1,97,97.2,95.6,80.5,80.3,82,83.1,82.8,85.4,81.3,81.6,79,68,67.3,72.7,85.7,85.8,85.4,1.8,1.5,3.9,57.8,58.1,56.1,28.6,26.8,41.5,52.9,51.8,60.2,19,18.8,20.2
Bihar,Bhojpur,85.6,85.6,85.2,95.7,95.8,95.3,80.3,80.7,77.9,80.9,81.7,75.2,77.9,77.1,83.2,67.9,67.7,69.1,80.5,80.1,83.6,2.7,2.9,1.3,54.9,53.5,65.1,22.2,21.2,29.5,56,54.2,69.5,18.4,18,20.7
Bihar,Buxar,82.6,82.6,81.9,94,94,93.4,81,81.3,77.7,80.2,80.2,80.7,75.7,75.5,78.3,67.8,67.7,68.7,79.8,79.3,86.7,4.4,4.3,6,41.1,41.1,40.4,20.9,20.9,20.5,49,49.1,48.2,17.8,17.3,23.4
Bihar,Darbhanga,94.5,94.3,97.1,97.9,97.8,99,81.7,82.1,76.7,78.5,78.7,74.8,86.7,86.1,95.1,68.9,68.6,72.8,34.8,33.6,51.5,1.3,1.3,1,56.1,55,72.8,55.4,54.1,73.8,26.8,25,50,23.9,23.3,27.9
Bihar,Gaya,77.5,77.7,76.8,94.8,95.4,92.5,79.6,81.3,73,80.5,81.6,76.5,74.7,77.1,65.2,69.3,71.5,60.5,75.9,76,75.9,2,2.1,1.6,52.9,54.7,46.1,19.3,19.5,18.8,41.9,39.7,51.1,23.4,24.6,19.7
Bihar,Gopalganj,91.2,90.9,94.6,95.6,95.4,98,83.3,82.9,89.3,81.8,81.3,89.3,90,89.9,91.9,74.8,74.3,81.9,73.1,72.9,75.8,3.7,3.8,2,50.4,50.8,45,39.8,40.7,26.2,48.6,48.8,45.4,15.3,15.8,9.4
Bihar,Jamui,71.9,71.3,NA,89.6,89.5,NA,59.8,59.8,NA,66.6,65.7,NA,65.4,64.8,NA,50,49.8,NA,76.9,77,NA,4.4,4.5,NA,40.7,40.7,NA,25.2,25.9,NA,43.5,42,NA,19.7,19.8,NA
Bihar,Jehanabad,89.5,89.5,89.3,97.7,98,94.8,91,91.5,85.8,90.2,90.9,83.7,84,85.3,71.2,79.1,80.4,66.5,86.5,87.3,78.5,1.6,1.5,2.6,60.2,60.9,53.6,23.9,23.5,27.5,61.3,61.9,55.2,18.2,18.3,17
Bihar,Kaimur (Bhabua),86.5,86.5,NA,96.7,96.7,NA,81.9,81.7,NA,82.1,81.9,NA,78.5,78.2,NA,69.1,68.8,NA,84.1,84,NA,1.9,1.9,NA,46.6,46.9,NA,24.4,24.5,NA,45.4,45.4,NA,20.5,20.2,NA
Bihar,Katihar,83.6,83,93.5,93.6,93.4,96.3,81.9,81.3,93.5,80.7,79.9,93.5,78.4,78.1,84.1,69.3,68.5,83.2,78,77.3,89.7,4.9,5.1,2.8,65.5,65.2,72,36,35.6,43,29.5,28.5,51,22.6,22.7,20
Bihar,Khagaria,91.5,91.3,94.1,91.4,91.1,97.5,88.7,88.5,94.1,88.7,88.5,93.3,88,87.8,90.8,84.8,84.7,87.4,69,68.3,84,8.1,8.4,1.7,61.6,61.3,68.9,30.4,30.7,23.5,55.9,54.4,83.3,19.5,21,8.1
Bihar,Kishanganj,74.7,72.9,92.7,86.3,85.1,98.5,56.5,54.3,78.1,57,54.6,81,40.6,38.3,63.5,32.2,29.7,57.7,64.8,61.9,93.4,8.9,9.7,0,61.7,58.6,92.7,34.2,33.8,38,25,21.6,62.1,28.1,29.7,19.4
Bihar,Lakhisarai,76.6,76.6,77,95.3,95.5,93.8,81.7,82.2,77.3,81,81.7,75.4,75.9,76.4,71.9,67.3,67.7,63.3,77.8,78.2,74.2,3.3,3.1,4.7,52.3,52.9,47.3,26.7,26.9,25.4,49,48.6,52.5,20.9,21.6,15.1
Bihar,Madhepura,85.1,85,NA,97.3,97.3,NA,91.3,91.3,NA,91,90.9,NA,86,85.9,NA,80.2,80.1,NA,46.5,46.1,NA,1.2,1.2,NA,59.2,59.6,NA,31.6,31.1,NA,29.5,29.2,NA,27.2,26.5,NA
Bihar,Madhubani,95.5,95.5,NA,95.3,95.3,NA,92.9,93.1,NA,92,92,NA,90.4,90.5,NA,87.8,87.9,NA,47.7,47.3,NA,4.4,4.4,NA,69.7,69.6,NA,61.4,61.4,NA,33,32.4,NA,22.3,21.4,NA
Bihar,Munger,82.8,82.1,84.8,98,98.2,97.5,83.4,83.3,83.7,86.5,86.9,85.2,86.1,86.1,86,74.4,74.3,74.7,84,83.6,85,1,1.1,0.8,60,59.5,61.3,25.8,24.9,28.4,63,60.7,69.8,19.3,19.1,19.8
Bihar,Muzaffarpur,88.7,88.3,94.8,96.6,96.5,97.9,82.3,82.8,74.2,75.4,76.3,60.8,86.1,86.1,86.6,64.2,65,51.5,72.2,71.4,86.6,2.3,2.3,2.1,60.5,59.7,73.2,32.7,31.3,55.7,46.6,44.9,77.9,26.8,27.2,21.4
Bihar,Nalanda,79.4,80.5,73.5,96.6,97.4,92,84,85.3,76.7,88.7,89.6,84,82.5,82.6,82.2,74.8,75.8,69.1,86.4,85.9,88.7,2,1.8,2.9,57.1,59,46.2,19.7,20.2,17.1,54.7,54.1,57.8,23.7,23.5,25.2
Bihar,Nawada,78,77.5,83.6,95.9,96.1,92.9,82.3,82.1,84.3,84.2,84.2,83.6,79.6,79.7,79.3,73.1,72.6,77.9,81.1,81.3,78.6,1.9,1.9,2.1,53.1,53.9,44.3,20,19.1,30,44.2,43.9,46.7,21.7,21.9,20.3
Bihar,Pashchim Champaran,90.2,90.2,90.6,94.1,93.9,97.6,72.7,72.1,81.2,66.8,65.8,80,75,74.5,81.2,53.9,52.9,68.2,72.8,72.7,72.9,5.5,5.8,2.4,54.8,55.4,45.9,50.3,49.7,57.6,42.9,41.5,63.3,21.4,22.4,11.8
Bihar,Patna,85.6,81.5,92.7,97.4,97.3,97.5,87.8,87.7,87.9,86.6,86.7,86.2,82.4,79.3,87.8,76,74.1,79.4,83.5,81.3,87.4,1.6,1.7,1.6,55.3,55.7,54.6,21.5,17.7,28,63.9,54.7,79.5,20.1,21.7,18.3
Bihar,Purba Champaran,77.9,76.9,NA,85.9,85.5,NA,68.2,68.5,NA,57.1,56.1,NA,66.7,65.3,NA,44,42.4,NA,63.2,61.4,NA,9.9,10,NA,41.8,41.6,NA,38.8,38.1,NA,28.6,26.9,NA,31,32.2,NA
Bihar,Purnia,85.8,86.3,NA,94.9,96.2,NA,91.4,92.2,NA,92.7,93.5,NA,84.1,85.3,NA,80.9,81.9,NA,53.5,53.2,NA,3.5,2.4,NA,68.8,68.9,NA,54.2,56.2,NA,34.3,30.9,NA,39.8,30.5,NA
Bihar,Rohtas,85.3,85.7,81.9,95.8,95.8,95.7,84.3,84.6,81.9,84.2,84.1,84.3,77.4,77.3,77.9,70.4,70.4,69.8,92.1,93.3,81.9,2.8,2.7,3.6,47.6,47.2,50.9,19.7,20.3,13.9,49.2,48.1,59,18,18.2,16.7
Bihar,Saharsa,86.4,85.6,93.8,95.5,95.4,96.9,83.6,85.9,61.5,83.3,85.4,64.1,83.2,84.5,71.8,74.8,77.4,50.8,47.9,44.3,81.5,3.4,3.4,3.1,69.8,71.7,52.3,47.8,46.4,61,25.9,22.7,55.9,17.8,16.5,29.5
Bihar,Samastipur,95.8,96,NA,96.4,96.5,NA,92.4,92.6,NA,88.2,88.4,NA,91.2,91.7,NA,84.3,84.6,NA,65.9,66,NA,3.3,3.1,NA,68.9,69.4,NA,34.9,34.7,NA,53.9,53.3,NA,18,17.9,NA
Bihar,Saran,92,91.9,92.4,94,93.4,98.1,88.4,88.2,90,88.5,88.2,91,85.4,86.2,79,79.7,80.6,71.9,56.4,56,59.5,5.2,5.6,1.9,53.6,55.2,41.4,31.8,32.3,28.6,40.8,41,39.2,28,29,19.7
Bihar,Sheikhpura,79.2,79.6,75.7,96.3,96.5,94.6,88.6,89.2,82.7,88.7,89.3,83.7,82.8,83.1,80.2,78.2,78.7,73.8,85.6,85.5,87.1,1.8,1.7,2,54.5,54.4,55.4,20,20.4,16.3,55.2,54.5,62.1,24.2,24.2,24.2
Bihar,Sheohar,87.7,90.6,NA,93.2,93.6,NA,81,81.9,NA,87.1,88.5,NA,80.1,81.2,NA,69.1,69.7,NA,32.5,32.7,NA,4.6,4,NA,63.2,64.1,NA,47.4,49.5,NA,24.5,25.2,NA,43.9,44.2,NA
Bihar,Sitamarhi,89.9,89.4,NA,92.2,92.5,NA,85.4,85.1,NA,84.2,83.8,NA,78.5,77.6,NA,69.6,68.2,NA,43.1,40.2,NA,6.2,5.9,NA,44.9,42.8,NA,41.3,39.1,NA,26.7,24.4,NA,6.8,6.5,NA
Bihar,Siwan,93.3,93,95.3,95,95.3,93.2,86.1,85.7,89,82.9,82.5,85.6,91,91.3,88.5,76.6,75.9,81.5,70.1,67.7,86.9,4.4,4.1,6.5,47,47.4,44.4,35.3,33.9,44.6,47.5,45.7,62.2,28.1,25.3,41.3
Bihar,Supaul,85.5,84.9,NA,94.3,94,NA,86.3,86.7,NA,84.7,85,NA,82.6,82.1,NA,72.6,72.6,NA,51.4,49.3,NA,2.9,3,NA,60.9,60.5,NA,39.6,39.9,NA,33.9,32.4,NA,12.5,10.3,NA
Bihar,Vaishali,89.7,89.9,83.8,96,95.9,98.5,84.3,83.9,95.6,85.9,85.6,91.2,87.3,87.2,88.2,76.5,76.2,82.4,71.3,70.6,89.7,3.6,3.6,1.5,64.1,64.3,58.8,30,30.6,14.7,55.8,54.9,74.3,16.7,16.2,22.1
Chhattisgarh,Bastar,89.13,88.39,98.36,95.98,95.84,97.81,90.76,90.72,91.26,89.69,89.52,91.8,87.68,87.3,92.35,82.52,82.08,87.98,92.49,92.42,93.44,3.28,3.42,1.64,68.44,68.01,73.77,65.83,65.45,70.49,81.77,81.16,90.33,5.42,5.05,10.34
Chhattisgarh,Bilaspur,86.43,85.76,88.42,96.39,97.03,94.49,87.86,89.99,81.5,77.35,78.04,75.28,85.75,86.32,84.04,68.89,70.49,64.12,89.21,89.24,89.12,2.87,2.51,3.95,62.06,61.23,64.55,46.93,48.36,42.66,55.67,51.19,69.04,13.77,15.17,9.16
Chhattisgarh,Dantewada,85.29,83.86,94.46,92.39,91.86,95.77,78.73,77.9,84.04,76.59,75.58,83.06,83.43,81.76,94.14,66.05,63.8,80.46,84.78,83.21,94.79,6.51,6.91,3.91,65.89,65.55,68.08,43.5,41.59,55.7,57.22,53.76,87.38,18.59,19.02,15.53
Chhattisgarh,Dhamtari,92.72,92.66,93.22,97.76,97.77,97.64,93.53,93.36,94.99,95.82,95.85,95.58,93.09,92.93,94.4,88.92,88.63,91.45,96.94,96.99,96.46,2.17,2.14,2.36,73.08,73.38,70.5,40.96,41.09,39.82,91.33,91.77,87.65,16.03,16.12,15.09
Chhattisgarh,Durg,97.02,96.44,98.18,97.25,96.8,98.18,90.54,88.35,94.98,91.21,89.22,95.24,92.96,93.15,92.56,86.79,85.01,90.4,92.52,91.82,93.94,2.54,2.9,1.82,68.77,67.45,71.45,40.34,45,30.88,85.12,85.63,84.06,11.97,10.88,13.93
Chhattisgarh,Janjgir-Champa,94.2,94.13,95.03,97.12,97.09,97.52,82.13,83.63,63.98,89.67,90,85.71,91.94,91.73,94.41,75.7,77.13,58.39,90.75,90.55,93.17,2.09,2.16,1.24,67.26,67.07,69.57,43.81,42.92,54.66,60.43,58.99,75.8,12.84,13.6,6.59
Chhattisgarh,Jashpur,90.15,89.93,NA,97.34,97.27,NA,68.22,68.42,NA,80.19,80.72,NA,88.43,88.6,NA,61.37,61.71,NA,87.22,87.19,NA,2.13,2.19,NA,66.03,66.49,NA,45.06,44.84,NA,71.68,71.21,NA,16.27,16.29,NA
Chhattisgarh,Kanker,95.45,95.32,NA,97.64,97.65,NA,93.02,93.01,NA,92.64,92.45,NA,95.12,94.92,NA,90.04,90.01,NA,92.16,92.01,NA,2.08,2.17,NA,78.77,78.66,NA,73.65,73.65,NA,93.98,93.83,NA,7.19,7.13,NA
