State_Name,State_District_Name,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Total,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Rural,TT_Children_Aged_12_23_Months_Having_Immunization_Card_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Urban,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Urban,TT_Children_Aged_12_23_Months_Fully_Immunized_Total,TT_Children_Aged_12_23_Months_Fully_Immunized_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Urban,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Total,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Rural,TT_Children_Who_Have_Received_Polio_Dose_At_Birth_Urban,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Total,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Rural,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Urban,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Total,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Rural,TT_Children_Aged_6_35_Months_Who_Received_At_Least_One_Vitamin_A_Dose_During_Last_Six_Months_Urban,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Total,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Rural,TT_Children_Aged_6_35_Months_Who_Received_Ifa_Tablets_Syrup_During_Last_3_Months_Urban,TT_Children_Whose_Birth_Weight_Was_Taken_Total,TT_Children_Whose_Birth_Weight_Was_Taken_Rural,TT_Children_Whose_Birth_Weight_Was_Taken_Urban,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Total,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Rural,TT_Children_With_Birth_Weight_Less_Than_2_5_Kg_Urban
Chhattisgarh,Kawardha,85.24,83.23,NA,96.35,96.34,NA,79.71,78.89,NA,81.59,79.96,NA,88.45,88.04,NA,71.8,69.82,NA,95.42,95.88,NA,3.21,3.28,NA,56.93,58.68,NA,29.9,32.83,NA,69.83,69.97,NA,7.63,7.4,NA
Chhattisgarh,Korba,89.72,85.89,97.62,97.03,96.05,99.05,70.74,68.49,75.38,68.96,66.65,73.71,90.59,87.96,96.03,63.13,60,69.58,88.71,84.32,97.78,2.49,3.31,0.79,72.69,68.23,81.89,45.66,41.61,54.01,58.65,46.46,81.67,14.92,16.02,13.5
Chhattisgarh,Koriya,90.83,88.88,98.19,96.95,97.02,96.69,96.55,96.91,95.18,79.35,79.86,77.41,90.93,91.31,89.46,76.02,76.77,73.19,77.4,75.08,86.14,2.55,2.51,2.71,61.67,60.61,65.66,48.78,47.1,55.12,60.3,56.92,74.25,17.67,18.98,14.17
Chhattisgarh,Mahasamund,95.46,95.27,97.24,97.26,97.19,97.93,92.29,91.85,96.55,86.35,86.08,88.97,90.79,90.2,96.55,81.77,81.17,87.59,83.03,82.41,88.97,2.74,2.81,2.07,58.45,56.58,76.55,48.58,50.03,34.48,70.78,70.99,68.72,11.2,10.69,16.3
Chhattisgarh,Raigarh,84.88,83.54,94.47,96.63,96.45,97.89,78.53,77.51,85.79,80.25,79.81,83.42,91.99,92.45,88.68,72.94,72.44,76.58,90.5,89.76,95.79,2.98,3.14,1.84,65.39,64.45,72.11,41.75,41.01,47.11,62.94,59.42,87.48,8.58,7.76,12.61
Chhattisgarh,Raipur,83.66,78.55,95.73,96.56,96.37,97.01,86.27,85.4,88.32,85.41,84.72,87.04,92.89,93.07,92.45,80.26,79.38,82.34,89.93,89.83,90.17,3.03,3.05,2.99,72.81,69.03,81.77,33.03,35.61,26.92,67.87,64.17,79.13,17.28,16.47,19.46
Chhattisgarh,Rajnandgaon,90.34,90.87,87.1,95.96,95.82,96.77,88.54,88.85,86.69,87.33,87.9,83.87,92.36,92.37,92.34,83,83.59,79.44,87.94,87.62,89.92,2.77,2.7,3.23,73.65,72.23,82.26,40.82,42.16,32.66,84.76,84.42,87.05,14.68,14.92,13.04
Chhattisgarh,Surguja,83.65,82.73,100,96.23,96.01,100,68.77,67.4,93.29,65.26,63.82,90.85,86.52,86.37,89.02,59.09,57.79,82.32,74.91,73.6,98.17,3.56,3.76,0,71.3,70.88,78.66,30.55,30.55,30.49,38.96,36.9,75.74,14.87,14.27,21.43
Jharkhand,Bokaro,88.6,88.8,88.3,96.9,96.5,97.4,88.9,87.9,90.1,89.4,88.2,90.7,86.8,85.3,88.4,82.5,81,84.2,85.5,82,89.4,1.6,2.2,0.9,66.1,65.1,67.1,7.5,6.9,8,51.4,36.6,69.4,30.3,37.5,25.5
Jharkhand,Chatra,79.8,78.8,89.6,92.6,92.2,95.8,71.5,70.9,77.1,71.8,71.4,75.5,76.7,76.8,75.5,61.4,61.1,63.5,66.7,65.1,82.3,6.2,6.4,4.2,47.5,47.4,49,22.6,22.8,19.8,43.1,41.8,55.3,20.4,21.4,13.5
Jharkhand,Deoghar,71.3,71.1,72.8,90.1,89.9,91.9,68.8,68.4,72,71.4,70.9,74.8,72.1,71.6,75.2,56.3,55.5,61.8,75.2,74.5,80.1,5.6,5.7,4.9,51.3,51.5,49.6,21.3,22,16.7,40,36.6,66.5,28.4,28.4,28.6
Jharkhand,Dhanbad,84.6,81.3,87.9,93.8,91.9,95.6,81.4,82,80.8,78.1,76.2,80.1,79.3,78.5,80.1,69.3,69.2,69.3,77.7,72.3,83.1,2,2.2,1.9,45.8,45.1,46.4,9.5,6.2,12.8,51.6,36.4,65.3,32.6,37.7,29.9
Jharkhand,Dumka,80.6,80,94.8,93.3,93.1,98.5,81.7,81.3,90.3,82.1,81.6,92.5,81.8,81.6,85.8,72.7,72.3,82.1,66.2,65.5,80.6,3,3.1,0.7,50.2,49.8,58.2,7.7,7.6,10.5,26.1,24.1,60.9,33.5,32.1,43.2
Jharkhand,Garhwa,78.3,76.9,NA,95.1,94.8,NA,74.7,74.1,NA,78,77.6,NA,82,81.6,NA,65.7,65.1,NA,70.5,69.5,NA,3.9,4.1,NA,62.1,63.6,NA,24.1,24.1,NA,41.1,38.4,NA,20.7,21.4,NA
Jharkhand,Giridih,72.5,72.1,80.5,86.7,86.6,89.3,61.8,61.3,70.5,60.4,60.1,67.1,66,65.8,70.5,46.5,46.2,52.3,67.5,67.1,75.8,9.4,9.4,9.4,40.7,40.4,46.3,20.5,20.1,28.2,38.6,37.2,66.7,24.9,24.7,26.1
Jharkhand,Godda,79.1,79,NA,93.7,93.7,NA,67.7,67.5,NA,70.1,69.9,NA,76.3,76.2,NA,55.9,55.6,NA,76.7,76.5,NA,4.5,4.5,NA,49.2,49.5,NA,20.7,20.9,NA,39.1,38.1,NA,29.8,30.9,NA
Jharkhand,Gumla,88.7,88.3,95.9,97,97,97.9,86.1,85.9,88.8,88.8,88.8,89.4,90.2,90.1,91.5,80.8,80.8,82.1,86.4,86.3,88.8,1.4,1.4,0.6,78,78.4,70.6,11.8,11.5,17.9,45.2,43.7,72.4,32.5,33.2,26
Jharkhand,Hazaribagh,89.2,89.1,89.5,97.2,97.3,96.8,80.1,80.2,79.5,82.4,82.1,84.3,86.9,86.6,88.3,70.6,70.2,72.2,84,82.8,89.7,1.8,1.9,1.2,59.8,59,63.6,22.4,21.8,24.9,59.4,56.3,73.8,22.9,23.1,22.3
Jharkhand,Kodarma,87.2,87.1,87.6,97.2,96.8,99.3,75,78.5,55.9,78.2,79.8,69.3,83.2,83.5,81.7,61.8,65.1,44.1,81.6,80,90,2.4,2.7,0.3,54.4,55.2,50.3,29.7,30.2,26.9,56.1,53.3,71.2,25.5,25.5,25.5
Jharkhand,Lohardaga,89.9,89.5,93.5,97.6,97.5,98.6,91.3,91.1,92.6,91.2,91.1,91.4,93.9,94.1,91.9,88.1,88.2,87.2,87,86.1,94.7,1.2,1.3,0.7,85.6,86.8,74.7,10,9.6,13.7,51.8,48.9,77.6,38,37.5,40.9
Jharkhand,Pakaur,80.9,80.6,NA,94.8,94.7,NA,62.3,62.1,NA,64.6,64.3,NA,75.5,75.4,NA,47.6,47.3,NA,72.5,71.8,NA,3.4,3.4,NA,52.2,52.1,NA,21.8,22.3,NA,31.5,30.1,NA,29.1,29.4,NA
Jharkhand,Palamu,83.3,83.3,83.3,94,93.6,99.5,77.5,77.1,84.9,76.6,76.5,79.2,81.2,80.9,87,64.5,64.2,70.8,73.6,72.8,88,4.5,4.7,0.5,58.3,58.1,62,27.9,28,25,41.4,39.8,66.8,21.7,22.1,17.6
Jharkhand,Pashchimi Singhbhum,86.5,85.6,92.7,95.5,95,99,84.1,82.9,91.8,80.8,79.3,90.6,87.7,86.9,92.9,74.5,73,84.3,62.1,57.8,90.2,2.7,3.1,0.4,66,65.5,69.8,10.6,9.7,16.6,34.6,29.4,68.8,23.3,25.1,18.6
Jharkhand,Purbi Singhbhum,94.4,93.9,94.8,98.5,98.2,98.8,92,92.8,91.3,90.6,91.9,89.3,92.3,93.3,91.3,85,87.2,82.9,87.9,84.8,90.8,0.7,0.5,0.9,70,73.3,66.8,12.6,11.4,13.7,70.9,59,82.1,25.6,32.6,20.6
Jharkhand,Ranchi,90.6,88.9,94.1,97.5,97.1,98.1,90.1,89.8,90.7,89.9,92.6,84.7,90.9,91.6,89.3,81.5,84.5,75.5,89.1,87.6,92.1,1.3,1.6,0.7,69.1,69.5,68.5,14.4,14.3,14.2,70.2,62.8,85.1,31.5,34.8,26.9
Jharkhand,Sahibganj,81.6,80.9,88.7,91.6,91,97.2,70.7,70,78.1,71.6,70.9,79.1,74.4,73.9,79.4,57.9,57.2,65,70.1,68.4,88.8,6.1,6.4,2.7,48.4,47.7,56.4,24.2,24.4,22.9,35.5,31.6,76.2,25.8,27.7,17.8
Madhya Pradesh,Balaghat,98.3,98.3,98,97,97.3,95.6,87,88.3,78.2,90.9,93.5,74.4,94.5,95,91.5,82.5,85.2,64.8,89.9,90.4,86.3,2.8,2.6,4.4,74.5,74.3,75.8,41.2,39.8,50.5,90.9,91,90.8,32.1,32.5,29.8
Madhya Pradesh,Barwani,84.4,80.9,97.8,93,91.6,98.4,76.8,73.8,88.3,76.1,73.2,87.1,82.2,79.6,92.2,68.3,64.6,82.5,82.2,78.8,95.2,4.2,5,1.2,53.7,52.5,58.4,29.9,27.9,37.6,74.4,69,96.9,16.2,16.8,14.4
Madhya Pradesh,Betul,91.6,90.2,98.5,96.7,96.7,96.8,75.4,73.9,82.6,77,77.4,75.2,94,93.9,94.6,64.7,63.8,69.1,88.2,86.9,94.6,3,2.9,3.2,71.3,73.1,62.3,52.5,54.1,44.9,81.2,80.6,84.4,26.6,26.9,25.3
Madhya Pradesh,Bhind,90.5,89.9,91.7,95.7,95.6,96,80.8,79.2,84.2,79.4,79.1,79.9,82.8,81.7,85.3,71.3,69.3,75.7,89.2,88.8,90.1,3.4,3.4,3.5,51.9,49.6,56.8,21.7,19.9,25.3,70.6,68.2,75.4,25.8,30.3,17.9
Madhya Pradesh,Bhopal,96.1,93,96.8,97.7,97.5,97.8,79.1,89.4,76.4,81.8,89.3,79.8,85.5,94,83.3,71.9,88.2,67.7,92.9,94.4,92.5,2.1,2.5,2,76.2,78.2,75.6,33.1,33.9,32.9,90.3,81.9,92.3,11.6,10.3,11.9
Madhya Pradesh,Chhatarpur,82.8,79.3,96.9,93.6,93.3,94.8,64.3,60.3,80.4,64.6,60.5,81.1,73.2,70.1,85.6,43.5,37,70.1,82.6,81,89,4.7,4.8,4.5,41.4,41.8,39.9,23.5,27.2,8.6,56.8,54.7,65.3,35.1,38.1,14.9
Madhya Pradesh,Chhindwara,92.4,90.2,99.2,93.7,92.9,96.2,83.5,83.1,84.9,66.4,68.6,59.6,90.8,89.8,93.8,62.2,63.7,57.7,85.4,83.3,91.9,5.2,5.6,3.8,77.3,82.8,59.6,43.6,44.1,42,72.3,70.6,77.5,29.3,25,39.7
Madhya Pradesh,Damoh,81.9,80.2,88.7,92.5,92.7,91.6,61.2,58.5,71.8,59.2,55.5,73.5,77.1,76,81.2,42.4,39.9,52.1,70,66,85.8,6.2,5.9,7.1,45.7,44.2,51.8,20,20.5,17.8,53.7,48.8,73.9,20.6,23.1,12.7
Madhya Pradesh,Datia,93.1,93.6,91.9,92.5,92.8,91.9,78.1,77.6,79.2,76.9,77.2,76.1,75.4,73.5,80,63.5,61.4,68.6,87.6,86.6,90.1,6.2,5.5,7.8,45.1,44.1,47.5,19.9,21,17.4,74.6,73.7,77,28.1,27.2,30.6
Madhya Pradesh,Dewas,92,91.6,93,96.2,96,96.6,80.2,80.9,79,79.1,81.3,74.6,87.5,87.6,87.2,74.1,76.3,69.6,91.5,91.1,92.3,2.7,2.7,2.7,62.8,63,62.5,19.6,18.1,22.5,80.7,78.5,85.7,25.5,28.2,19.9
Madhya Pradesh,Dhar,92.8,92.1,95.1,97.5,97.6,97.4,78,79.7,72.8,85.9,85.5,87.4,80.7,80.3,81.9,69.8,70.8,66.8,88.8,87.2,93.7,2.3,2.2,2.3,63.6,63.3,64.5,22.8,22.9,22.3,83.2,81.1,91.3,20.4,19.8,22.4
Madhya Pradesh,Dindori,86.6,86.1,NA,94.5,94.3,NA,81.4,80.7,NA,76.8,76.1,NA,90.9,90.6,NA,68.6,67.6,NA,68.9,68.2,NA,3.8,4,NA,65.9,65.8,NA,28.4,27.9,NA,63.2,62.6,NA,49.1,49.6,NA
Madhya Pradesh,East Nimar,87.9,86.4,92.9,95.7,95.1,97.4,73.5,72.9,75.7,73.7,71.7,80.2,80.9,78.7,88,64.5,63.2,68.8,84.9,82.6,92.5,3.4,3.9,2.1,50.2,49.5,52.5,27.7,27.7,27.7,70.7,66.7,84.6,26.9,26.2,29.2
Madhya Pradesh,Guna,84.7,82.1,95,96.5,95.7,99.7,73.8,70.1,88.1,73.9,70.2,88.4,87.1,86.4,89.7,69.2,66.5,79.8,93.1,92.8,94,3,3.7,0,48.7,47.3,54,28.8,28.2,30.8,73.1,70.1,84.9,30.1,32.7,22.3
Madhya Pradesh,Gwalior,97.5,96,98.2,98.6,97.7,99,81.1,78.5,82.3,85.4,79.2,88.5,90.5,91.5,90.1,76.3,73.8,77.5,94.2,90.9,95.8,0.9,1.7,0.5,57.5,56.1,58.1,31.5,32.4,31,86,82.8,87.7,24.4,22.7,25.2
Madhya Pradesh,Harda,92.2,90.9,98.7,95.2,94.4,98.7,70.5,68.9,78.2,72.7,72.5,73.6,88.5,88.1,90.6,61.3,60.8,63.7,87,85.1,95.9,4.4,5,1.3,62.4,60.8,70.6,39.1,36.3,53,82.2,79.7,93.6,23.6,22.1,28.4
Madhya Pradesh,Hoshangabad,95.4,93.5,99.3,97.8,97,99.3,78.5,78.4,78.6,76.2,81.1,65.6,95,93.4,98.3,67.4,70.5,61,92.5,91,95.9,1.9,2.6,0.5,64.3,62.9,67.3,39.5,40.2,38,87.4,87.9,86.3,31.2,32.4,28
Madhya Pradesh,Indore,97.7,98.5,97.4,98.1,98.6,97.9,89.1,90.4,88.6,88.3,88.9,88.1,94,89.1,95.7,85.5,81.1,87,91.9,91.4,92,1.7,1.3,1.8,79.9,80.7,79.6,29.8,37.8,27,93.5,94,93.3,20,26.7,17.5
Madhya Pradesh,Jabalpur,95.1,92.8,96.3,95.5,93.1,96.8,83.8,80,85.7,79.7,76.9,81.1,87.5,81.4,90.7,70.5,63.3,74.2,91.2,86.1,93.8,4.3,6.9,2.9,67,72.8,64,22.1,24,21.1,83,80.6,84.8,40.4,48.5,34.6
Madhya Pradesh,Jhabua,76.2,74.4,93,88.4,87.4,97.5,64.4,61.7,89.2,62.6,60,86.6,75.3,73.4,92.4,57.4,54.5,84.1,79.3,77.7,93.6,10.9,11.9,1.9,43.5,41.5,61.1,33.7,32.9,41.4,75.2,73.8,90.1,23.8,24.3,19.6
Madhya Pradesh,Katni,92,91.8,92.9,98.1,97.8,99.2,73.2,72.5,75.5,80.9,79.7,84.4,90,89,93.4,63.6,63.3,64.4,89,88.1,91.8,1.4,1.7,0.5,51.5,47.5,63.9,20.4,22.4,14,76.9,76.2,79.3,29.4,30.1,27.3
Madhya Pradesh,Mandla,79.1,77,98.3,92.3,91.9,96.1,69.8,68.9,77.9,62.2,61,74.5,79.2,78.2,88.7,51.3,49.7,66.2,72.9,70.8,93.1,6.8,7.1,3.9,61.5,62,56.3,34.4,33.2,45.9,58.4,55.7,86,40.4,40.6,39.2
Madhya Pradesh,Mandsaur,92.5,91,96.6,95.8,95.2,97.6,80.2,77.1,89.1,74.5,73.7,76.9,83.3,80.7,90.9,67.5,65.9,72.2,87.9,86,93.2,3.9,4.6,2.2,67.6,63.8,78.3,31,25,48.1,82.7,81.5,86.5,31.2,33.1,25.6
Madhya Pradesh,Morena,91,89.5,95.1,97.7,97.8,97.7,83.8,81.7,89.5,84.9,82,92.5,82.1,80.5,86.4,73.4,70.2,82,95.4,95.5,95.3,1.5,1.5,1.4,53.1,52.7,54.1,29,29.4,28.1,72.9,73.5,71.1,24.8,24.9,24.5
Madhya Pradesh,Narsimhapur,97.7,97.5,99,96.4,96.2,97.4,83.9,84.3,81.3,77.5,78.9,68.4,90.5,90.2,92.7,70.5,71.8,62.2,86.9,86.4,89.6,3.5,3.6,2.6,62.8,63.6,58,36.3,35.7,39.9,86.8,85.7,93.3,40.8,41.9,34.9
Madhya Pradesh,Neemuch,96,95.6,96.7,97.4,97.6,97.1,80.4,77.6,85.3,79.7,77.7,83.2,89.8,88.8,91.5,74.7,71.7,80,92.1,91.8,92.5,2.2,2,2.5,66,68.5,61.7,29.5,28.8,30.7,78.9,74.2,86.9,26,27.9,23.3
Madhya Pradesh,Panna,79.8,78.8,87,92.9,92.8,93.5,57.5,55.1,74,63.2,61.2,76.6,70.8,71.2,67.5,38.4,37.2,46.8,81.9,80.6,90.9,6.2,6.2,6.5,35.4,33.8,46.8,34.8,34.3,38.3,59.5,58.7,65.2,35.5,36.2,31.3
Madhya Pradesh,Raisen,87.2,85.5,94.1,95.6,95,98,77.8,78.2,76.4,64.8,63.4,70.4,86.7,85.9,89.7,53.2,53.8,50.7,84.2,81.1,96.6,3.8,4.3,2,61.8,63.7,54.2,32,30.1,39.4,76.4,74.8,83.4,33.7,35.5,26
Madhya Pradesh,Rajgarh,92.4,91.6,97.8,96.7,96.6,97.8,84.5,83.7,89.7,81.4,80.4,88.6,87,86,94.1,75.9,74.5,84.9,88.1,87.2,94.5,2.7,2.8,1.8,55.9,56,55.5,25.5,25.2,27.6,85.2,83.7,95,12.4,12.2,13.6
Madhya Pradesh,Ratlam,96.5,95.2,98.5,97.7,97.3,98.4,86.2,82,92.5,86,82.9,90.9,93.1,91.8,95.1,82.2,78.7,87.6,93.3,92.1,95.2,2.1,2.7,1.1,68,66.7,69.9,36.3,36.7,35.6,86.9,89.7,82.5,22.6,22.8,22.3
Madhya Pradesh,Rewa,90.3,89.9,92.4,97.3,97,98.8,78.6,77.4,85.5,73.7,73,77.9,86.6,86,90.1,61.1,59.5,70.3,90.1,89.5,93.6,2,2.2,1.2,54.6,52.2,69.2,32.1,32.2,31.4,69.7,67.7,83.5,28.4,25.1,48.4
Madhya Pradesh,Sagar,82.5,79.1,91.7,93.5,92.7,95.5,72.4,70.1,78.6,73.2,68.5,86.2,77.1,74,85.7,55,49.8,69.3,77.4,72.3,91.4,5.2,5.5,4.5,45.5,45.8,44.8,18.5,19.5,15.5,54.2,46.8,75,27.5,30,24.2
Madhya Pradesh,Satna,87.6,85.3,94.2,95,94.2,97.3,71.1,67.6,81.2,66.1,62.8,75.4,82.8,80.7,88.6,54.7,50.1,67.5,82,80.2,87,3.4,3.7,2.5,39.5,42,32.7,25.8,25.8,25.9,61.2,57.6,72,33.3,31.8,36.1
Madhya Pradesh,Sehore,92.9,92.1,96.5,95.5,94.9,97.9,84.3,84.7,82.4,84.7,84.6,85.2,88,86.7,93.3,77.6,77.5,78.2,86.8,85.2,93.7,4.3,4.9,2.1,53.1,50.6,63.4,29.9,30.6,27.1,78.8,79.2,77.1,14.8,14.9,14.7
Madhya Pradesh,Seoni,92.8,92.5,96,96.9,96.7,100,74.9,73.2,95.2,75.9,74.3,94.4,91,90.7,93.5,65.1,63.5,83.9,82.6,81.7,93.5,2.6,2.8,0,68.9,67.6,83.9,30.6,30,37.1,77.9,77.6,81.8,31.1,31.2,29.5
Madhya Pradesh,Shahdol,81.9,80.6,86.4,91.9,91.7,92.5,63.7,65.4,58.4,58.9,61.1,51.9,83,83.2,82.2,48.3,50.9,39.7,75.9,74.4,80.8,8.1,8.3,7.5,51.5,51.6,50.9,26.4,25.8,28.5,64.9,62.1,73.9,30.1,28.2,35.4
Madhya Pradesh,Shajapur,97.2,97.3,96.9,97.8,98.2,96.5,84.3,82.4,89.4,82.7,80.7,88,91,91.3,90,77.4,75,84.1,93.3,93.7,92.4,1.9,1.5,3.1,71.5,69.8,75.9,20.7,19.3,24.6,89.6,87.8,94.2,20.9,22.1,18.1
Madhya Pradesh,Sheopur,89.3,88.5,95,93.6,92.7,99.3,76.8,75,88.5,73.9,71.9,87.1,75.2,73.1,88.9,64.9,62.5,80.6,79.8,77.8,92.5,4.7,5.3,0.4,40.2,35.8,69.2,13.9,14.4,10.8,67.5,64.9,83.7,30.4,30.2,31.2
Madhya Pradesh,Shivpuri,91,90.4,94.5,96.7,96.7,96.9,72.9,70.2,90.2,79.2,77.5,90.5,82.6,81.9,86.8,64.3,61.8,81,89,88.3,93.6,2.8,2.8,2.5,48.5,46.8,59.2,28.3,27.8,31.9,82.8,81.8,89.6,21.9,22.2,19.6
Madhya Pradesh,Sidhi,80,78.1,95.2,90.1,89,99.2,71.7,71,76.8,68.4,67.3,76.8,78.6,77.5,87.2,60.1,59.1,68,80.9,79.6,91.2,9.1,10.1,0.8,57.2,57,59.2,20.1,18.1,36.8,66.3,64.9,77.6,17.3,18,13.3
Madhya Pradesh,Tikamgarh,77.2,74.6,89.6,93.3,92.9,95.4,51.2,48.5,64.2,53.7,50.7,68.2,59,54.9,78.6,31.5,27.9,48.6,84.6,84.3,85.5,5.7,5.9,4.6,31.7,29.7,41.6,19.9,22.2,8.7,56.4,54,67.9,37.9,38.5,35.3
Madhya Pradesh,Ujjain,95.2,94.4,96.3,97.2,97.8,96.4,85.7,86,85.4,82.5,84.2,80.1,92.6,93.6,91.1,81.1,82.5,79.1,91,90.7,91.4,2.5,1.8,3.6,48.1,47.6,48.7,21.7,16.9,28.5,66.6,63.3,72.2,33,36,28.4
Madhya Pradesh,Umaria,79.1,76.6,94.5,87.3,86.3,93.8,61.9,62.4,58.6,47.6,47.3,49.3,79,77.3,89.3,40.8,41.1,39,82.3,81,90,10.9,11.7,6.2,50,48.7,57.9,46.8,47.1,45.5,68.9,67.4,78.6,25,24.5,27.7
Madhya Pradesh,Vidisha,94.6,93.9,96.7,96.3,95.9,97.3,64.9,63.4,69.2,68.4,69.1,66.7,87.6,86.1,91.6,48.9,48.7,49.3,89.2,86.9,95.3,3.2,3.4,2.5,71,74.9,60.4,39.8,41.5,35.1,75.4,70.1,90.2,39.8,40.1,39
Madhya Pradesh,West Nimar,95.2,94.6,98,98.6,98.5,99.2,78.8,78.2,82.2,83.2,82.4,87.7,86.7,86.7,86.9,68.1,67.2,72.8,89.5,89.3,90.1,0.8,0.8,0.7,59.9,59.2,63.7,35.6,34.7,40.5,82.4,80.8,91.9,22,22.6,19
Odisha,Anugul,95.89,96,95.38,98.53,98.53,98.54,92.87,93.01,92.21,88.7,88.28,90.75,89.83,90.23,87.83,80.85,80.57,82.24,88.51,88.55,88.32,0.92,0.91,0.97,67.68,67.49,68.61,15.51,16.19,12.17,88.42,88.61,87.45,22.54,23.12,19.44
Odisha,Balangir,97.14,97.44,93.49,98.89,98.8,100,88.99,88.57,94.08,87.38,88.14,78.11,91.7,91.56,93.49,79.46,79.86,74.56,88.4,88.13,91.72,0.83,0.9,0,80.17,79.75,85.21,28.84,29.27,23.67,90.42,89.97,95.83,17.04,17.13,16
Odisha,Baleshwar,98.28,98.23,98.69,98.42,98.34,99.13,94.86,94.72,96.07,91.61,92.09,87.34,92.75,92.62,93.89,85.43,85.61,83.84,91.86,91.63,93.89,0.3,0.24,0.87,83.96,83.68,86.46,21.72,22.1,18.34,91.13,90.69,95.03,23.28,24.08,16.1
Odisha,Bargarh,97.27,97.26,97.46,98.94,98.86,100,95.82,95.61,98.48,91.71,91.38,95.94,90.33,90.12,92.89,82.9,82.47,88.32,79.12,78.64,85.28,0.43,0.46,0,71.08,71.04,71.57,23.29,23.96,14.72,92.28,92,95.3,18.45,18.39,19.05
Odisha,Baudh,96.54,96.54,NA,98.07,98.06,NA,85.28,85.32,NA,64.3,64.24,NA,89.77,89.7,NA,54.33,54.29,NA,74.2,73.6,NA,1.47,1.46,NA,81.08,81.01,NA,28.94,29.22,NA,80.36,80.2,NA,22.57,23.11,NA
