State_Name,State_District_Name,YY_Crude_Death_Rate_Cdr_Total_Person,YY_Crude_Death_Rate_Cdr_Total_Male,YY_Crude_Death_Rate_Cdr_Total_Female,YY_Crude_Death_Rate_Cdr_Rural_Person,YY_Crude_Death_Rate_Cdr_Rural_Male,YY_Crude_Death_Rate_Cdr_Rural_Female,YY_Crude_Death_Rate_Cdr_Urban_Person,YY_Crude_Death_Rate_Cdr_Urban_Male,YY_Crude_Death_Rate_Cdr_Urban_Female,YY_Infant_Mortality_Rate_Imr_Total_Person,YY_Infant_Mortality_Rate_Imr_Total_Male,YY_Infant_Mortality_Rate_Imr_Total_Female,YY_Infant_Mortality_Rate_Imr_Rural_Person,YY_Infant_Mortality_Rate_Imr_Rural_Male,YY_Infant_Mortality_Rate_Imr_Rural_Female,YY_Infant_Mortality_Rate_Imr_Urban_Person,YY_Infant_Mortality_Rate_Imr_Urban_Male,YY_Infant_Mortality_Rate_Imr_Urban_Female,YY_Neo_Natal_Mortality_Rate_Total,YY_Neo_Natal_Mortality_Rate_Rural,YY_Neo_Natal_Mortality_Rate_Urban,YY_Post_Neo_Natal_Mortality_Rate_Total,YY_Post_Neo_Natal_Mortality_Rate_Rural,YY_Post_Neo_Natal_Mortality_Rate_Urban,YY_Under_Five_Mortality_Rate_U5MR_Total_Person,YY_Under_Five_Mortality_Rate_U5MR_Total_Male,YY_Under_Five_Mortality_Rate_U5MR_Total_Female,YY_Under_Five_Mortality_Rate_U5MR_Rural_Person,YY_Under_Five_Mortality_Rate_U5MR_Rural_Male,YY_Under_Five_Mortality_Rate_U5MR_Rural_Female,YY_Under_Five_Mortality_Rate_U5MR_Urban_Person,YY_Under_Five_Mortality_Rate_U5MR_Urban_Male,YY_Under_Five_Mortality_Rate_U5MR_Urban_Female
Assam,Barpeta,6.6,8.1,5.1,6.7,8.1,5.3,6.1,8.7,3.4,43,51,34,44,51,38,NA,NA,NA,31,32,NA,11,12,NA,58,68,48,62,70,53,NA,NA,NA
Assam,Bongaigaon,6.1,7.8,4.4,6.3,8,4.5,5,6.3,3.7,48,47,48,50,50,51,NA,NA,NA,27,28,NA,21,22,NA,61,60,62,65,65,66,NA,NA,NA
Assam,Cachar,7.3,8.2,6.3,7.4,8.3,6.5,6.5,7.7,5.4,53,52,54,56,54,58,37,39,35,35,38,21,17,18,16,69,68,70,74,73,75,44,44,43
Assam,Darrang,8.1,8.4,7.7,8.1,8.5,7.8,6.9,6.8,7.1,70,69,71,71,70,72,NA,NA,NA,40,41,NA,30,30,NA,91,92,91,93,93,93,NA,NA,NA
Assam,Dhemaji,4.5,5.3,3.7,4.5,5.3,3.7,4.2,5.2,3.2,37,37,37,38,38,38,21,30,12,25,27,10,11,11,12,45,44,46,47,44,49,25,36,12
Assam,Dhubri,7,8.4,5.5,7.3,8.8,5.6,5.4,6.1,4.7,69,67,70,70,71,70,NA,NA,NA,50,51,NA,18,19,NA,87,86,89,90,92,87,NA,NA,NA
Assam,Dibrugarh,7.4,8.5,6.3,7.9,9,6.9,5.8,7.1,4.5,51,51,51,52,54,51,44,38,52,34,37,22,17,15,23,65,64,66,70,71,68,51,39,62
Assam,Goalpara,6.7,7.9,5.3,6.7,7.9,5.5,5.9,7.8,3.9,53,53,53,55,54,56,NA,NA,NA,38,40,NA,15,16,NA,70,72,69,74,74,73,NA,NA,NA
Assam,Golaghat,8,8.8,7.2,8.3,9.2,7.3,6,5.9,6.1,56,55,57,59,58,60,NA,NA,NA,43,45,NA,13,14,NA,71,69,73,75,74,77,NA,NA,NA
Assam,Hailakandi,6.8,7.6,6,6.9,7.6,6.1,NA,NA,NA,52,56,48,54,56,52,NA,NA,NA,36,38,NA,16,16,NA,87,91,82,92,96,88,NA,NA,NA
Assam,Jorhat,7.9,8.8,7.1,8.2,9.1,7.3,7.1,7.9,6.4,50,48,52,52,51,53,45,39,50,39,41,33,11,11,12,62,62,62,66,68,65,48,42,55
Assam,Kamrup,5.6,6.4,4.7,7.4,8.1,6.5,3.9,4.7,3,39,41,38,57,60,55,16,16,16,25,36,12,14,22,5,49,50,48,74,75,74,19,20,18
Assam,Karbi Anglong,7.1,8.1,6.1,7.3,8.2,6.4,6.4,7.6,5.1,60,51,70,64,53,75,45,41,49,38,39,34,22,25,11,78,66,90,84,71,98,52,46,58
Assam,Karimganj,7,7.4,6.5,7.1,7.6,6.6,NA,NA,NA,65,61,69,66,62,71,NA,NA,NA,44,45,NA,21,21,NA,77,71,83,79,73,85,NA,NA,NA
Assam,Kokrajhar,7.6,8.1,7,7.8,8.4,7.2,5.4,5.2,5.6,74,78,71,78,82,73,NA,NA,NA,43,46,NA,31,32,NA,101,102,100,107,108,105,NA,NA,NA
Assam,Lakhimpur,6.7,7.9,5.5,7,8.1,5.9,4.3,5.8,2.7,48,43,53,50,46,54,NA,NA,NA,33,35,NA,15,15,NA,58,56,60,61,60,62,NA,NA,NA
Assam,Marigaon,8,8.6,7.4,8.1,8.7,7.6,6,7.2,4.7,63,65,60,64,66,62,20,31,9,41,42,16,22,22,4,78,81,76,80,83,78,23,31,15
Assam,Nagaon,8,9.2,6.7,8.3,9.4,7.1,6.8,8.5,5.1,62,60,63,65,63,66,45,42,49,40,41,33,22,24,12,79,76,82,85,82,87,48,44,51
Assam,Nalbari,7.3,8.3,6.3,7.4,8.4,6.4,3.9,5.5,2.3,58,58,58,59,59,59,NA,NA,NA,46,46,NA,12,12,NA,81,81,82,83,83,83,NA,NA,NA
Assam,North Cachar Hills,5.6,6.2,5,7.1,7.8,6.2,4.4,4.7,4,54,50,58,62,56,68,46,44,48,33,36,30,21,25,16,65,60,70,81,71,93,50,50,50
Assam,Sibsagar,8.1,9.4,6.7,8.2,9.5,6.8,6.6,8.2,4.8,56,54,59,59,57,61,NA,NA,NA,38,40,NA,19,19,NA,72,72,73,74,73,75,NA,NA,NA
Assam,Sonitpur,6.4,6.9,5.9,6.5,7,6.1,5.5,6.6,4.4,61,60,63,64,62,66,35,35,35,43,45,21,18,19,14,73,70,75,77,74,79,39,37,40
Assam,Tinsukia,7.5,8.3,6.7,7.7,8.4,7,6.6,7.6,5.6,50,50,50,52,53,51,42,37,47,35,35,35,15,17,6,66,65,66,69,69,69,50,46,55
Bihar,Araria,7.5,7.3,7.6,7.5,7.3,7.7,6.5,6.5,6.5,52,50,54,53,51,55,NA,NA,NA,41,41,NA,12,12,NA,76,72,80,78,74,82,NA,NA,NA
Bihar,Aurangabad,5.6,5.8,5.5,5.7,5.9,5.4,5.5,4.8,6.1,40,42,39,40,42,38,NA,NA,NA,25,25,NA,15,15,NA,51,50,52,51,50,51,NA,NA,NA
Bihar,Banka,5.6,5.8,5.3,5.6,5.8,5.4,5.5,5.8,5.2,44,46,41,43,46,41,NA,NA,NA,28,28,NA,16,15,NA,57,59,56,57,59,56,NA,NA,NA
Bihar,Begusarai,5.9,6.2,5.7,6,6.3,5.8,4.9,5.4,4.4,40,39,41,40,40,40,NA,NA,NA,23,23,NA,17,17,NA,61,58,64,62,60,65,NA,NA,NA
Bihar,Bhagalpur,4.7,4.9,4.6,4.7,4.8,4.6,4.8,5.1,4.5,49,53,46,51,54,47,44,49,37,28,28,27,21,22,16,64,67,60,67,70,63,50,56,45
Bihar,Bhojpur,5.4,5.7,5.1,5.5,5.8,5.3,5.1,5.7,4.4,41,41,42,41,41,42,43,43,42,25,25,24,16,16,18,55,52,57,56,54,59,46,43,49
Bihar,Buxar,6.2,6.5,6,6.3,6.5,6,5.8,5.8,5.8,48,51,45,48,52,45,44,39,49,29,29,19,19,19,25,70,72,68,72,76,69,50,39,61
Bihar,Darbhanga,8.5,8.3,8.6,8.5,8.3,8.6,8.7,9.1,8.3,44,43,46,43,42,44,63,45,81,28,28,29,16,15,34,77,70,85,77,70,85,76,61,90
Bihar,Gaya,6.8,7.4,6.2,7,7.6,6.3,6.2,6.6,5.8,49,51,48,50,51,50,44,47,41,28,29,23,21,21,21,62,63,62,65,65,65,54,56,51
Bihar,Gopalganj,6.2,6.4,5.9,6.2,6.6,5.9,5.1,4,6.2,46,44,48,46,46,47,36,18,58,36,37,30,9,10,7,59,54,64,60,57,64,40,25,58
Bihar,Jamui,6,6.5,5.5,6,6.6,5.5,5.7,6,5.4,51,50,52,51,50,52,NA,NA,NA,29,29,NA,21,22,NA,69,71,66,70,73,67,NA,NA,NA
Bihar,Jehanabad,5.3,5.4,5.2,5.3,5.5,5.1,5.4,4.8,5.9,47,46,48,48,47,50,36,35,36,26,27,22,21,22,13,61,58,64,62,59,66,44,43,44
Bihar,Kaimur (Bhabua),5.3,5.3,5.4,5.3,5.3,5.4,5,5.6,4.5,48,51,44,48,51,44,NA,NA,NA,25,25,NA,23,23,NA,64,68,61,65,68,62,NA,NA,NA
Bihar,Katihar,6.3,6.8,5.9,6.3,6.7,5.9,6.7,7,6.4,52,54,50,52,54,50,46,46,45,38,38,41,14,14,5,79,81,77,80,83,78,58,52,64
Bihar,Khagaria,9.1,8.8,9.5,9.3,8.9,9.6,6.6,6.3,6.9,59,59,59,60,60,60,NA,NA,NA,44,45,NA,14,15,NA,95,90,100,97,93,102,NA,NA,NA
Bihar,Kishanganj,6.3,6.7,5.9,6.5,6.9,6.1,4.9,5.2,4.6,56,57,56,58,57,59,NA,NA,NA,44,46,NA,12,12,NA,84,87,81,88,91,86,NA,NA,NA
Bihar,Lakhisarai,5.9,6,5.8,5.9,6,5.8,6.1,6.5,5.8,45,44,46,46,45,47,NA,NA,NA,25,25,NA,20,21,NA,62,60,65,64,63,65,NA,NA,NA
Bihar,Madhepura,7,6.8,7.3,7,6.8,7.2,8.2,6.7,10,64,63,65,65,64,66,NA,NA,NA,45,46,NA,19,19,NA,92,86,99,93,87,100,NA,NA,NA
Bihar,Madhubani,7.1,7,7.2,7,6.9,7.2,8.4,9.3,7.3,48,42,55,48,42,55,NA,NA,NA,30,30,NA,19,18,NA,66,59,74,66,58,74,NA,NA,NA
Bihar,Munger,6.2,6.7,5.8,6.3,6.7,5.8,6.2,6.6,5.7,43,42,44,44,43,45,40,40,41,26,27,23,17,17,17,57,57,58,62,62,61,47,44,49
Bihar,Muzaffarpur,8.5,8,8.9,8.8,8.2,9.3,5,5.7,4.3,55,52,60,58,53,62,NA,NA,NA,36,38,NA,19,20,NA,84,74,95,89,77,100,NA,NA,NA
Bihar,Nalanda,7.5,8.2,6.8,7.6,8.2,7,6.9,7.9,5.9,47,49,44,47,49,45,44,46,42,23,23,29,23,24,15,73,75,71,75,77,72,63,64,61
Bihar,Nawada,5.7,6.1,5.3,5.8,6.2,5.4,4.8,5,4.5,46,47,46,46,46,47,NA,NA,NA,28,28,NA,18,18,NA,53,53,53,53,53,54,NA,NA,NA
Bihar,Pashchim Champaran,8.6,8.3,8.9,8.4,8.1,8.7,10.9,10.6,11.3,48,42,53,46,40,52,NA,NA,NA,32,31,NA,16,15,NA,72,64,80,71,63,79,NA,NA,NA
Bihar,Patna,4.7,4.5,4.9,4.9,4.8,5,4.6,4.3,4.9,31,30,33,35,34,37,25,23,27,18,20,14,14,16,11,46,44,48,58,57,60,29,27,32
Bihar,Purba Champaran,7.6,7.4,7.8,7.6,7.6,7.6,7.5,6.2,9.1,48,48,48,46,47,45,NA,NA,NA,32,30,NA,16,16,NA,65,61,69,62,60,64,NA,NA,NA
Bihar,Purnia,7,7.1,6.8,7.2,7.1,7.2,6,7.2,4.7,53,52,54,52,50,55,NA,NA,NA,40,41,NA,13,11,NA,91,90,92,94,90,98,NA,NA,NA
Bihar,Rohtas,6.4,6.9,6,6.5,6.9,6,6.1,6.2,6,44,43,46,44,43,45,47,40,55,25,25,30,19,19,17,59,58,60,60,60,60,49,44,55
Bihar,Saharsa,7.4,7,7.9,7.9,7.4,8.4,4.7,4.8,4.6,55,55,55,55,56,54,NA,NA,NA,37,38,NA,18,17,NA,82,75,88,83,78,88,NA,NA,NA
Bihar,Samastipur,6.6,6.6,6.6,6.7,6.7,6.8,4.2,4.1,4.3,49,44,55,50,45,56,NA,NA,NA,34,35,NA,15,15,NA,71,65,78,73,66,81,NA,NA,NA
Bihar,Saran,7.3,7.6,7,7.4,7.8,7.1,6.5,6.7,6.3,49,45,53,48,43,53,54,54,54,36,35,42,13,13,12,63,58,69,63,57,70,66,68,64
Bihar,Sheikhpura,7.6,8,7.3,7.7,8,7.4,7.3,7.8,6.6,51,47,55,51,47,55,52,49,56,23,22,29,28,29,23,72,68,77,74,70,78,62,57,68
Bihar,Sheohar,7.4,7,7.9,7.5,7,8,6.5,5.7,7.3,43,36,51,44,36,52,NA,NA,NA,28,28,NA,16,16,NA,79,67,92,80,68,94,NA,NA,NA
Bihar,Sitamarhi,9.2,9.3,9.1,9.5,9.5,9.4,6.2,6.9,5.5,60,61,60,63,63,62,NA,NA,NA,39,42,NA,21,21,NA,97,92,103,102,97,107,NA,NA,NA
Bihar,Siwan,7.3,7.8,6.8,7.4,7.9,7,6.3,6.7,5.9,43,44,42,45,45,44,NA,NA,NA,32,33,NA,11,11,NA,66,67,65,70,70,69,NA,NA,NA
Bihar,Supaul,6.3,6.6,5.9,6.4,6.6,6.1,4.6,5.8,3.1,58,58,59,60,60,60,NA,NA,NA,42,44,NA,17,16,NA,82,82,82,84,84,84,NA,NA,NA
Bihar,Vaishali,7.4,7.6,7.3,7.5,7.6,7.4,6.3,7.5,5,40,40,41,39,39,39,75,48,105,29,28,38,12,11,38,60,54,67,59,53,65,96,64,130
Chhattisgarh,Bastar,7.38,8.86,5.88,7.37,8.86,5.86,7.46,8.78,6.08,39.56,37.09,42.22,40.86,38.92,42.92,NA,NA,NA,25.53,26.89,NA,14.03,13.97,NA,52,51,52,54,54,53,NA,NA,NA
Chhattisgarh,Bilaspur,6.96,7.49,6.4,7.29,7.51,7.06,6.29,7.44,5.07,38.39,37.34,39.53,36.97,35.68,38.35,41.84,41.3,42.44,26.73,25.5,29.71,11.66,11.47,12.13,50,48,52,52,49,55,47,47,46
Chhattisgarh,Dantewada,8.51,10.08,6.95,8.42,9.81,7.05,9.19,12.06,6.25,43.99,40.09,48.23,47,42.92,51.36,20.97,20.17,21.98,29.1,30.58,17.74,14.89,16.41,3.23,61,55,67,65,59,72,26,27,25
Chhattisgarh,Dhamtari,7.47,8.05,6.89,7.45,7.98,6.92,7.62,8.56,6.7,47.2,45.99,48.42,48.95,48.31,49.59,31.11,24.1,37.9,35.62,36.76,25.19,11.58,12.19,5.93,56,56,56,58,59,58,35,27,44
Chhattisgarh,Durg,6.17,6.56,5.78,6.82,6.93,6.72,4.99,5.9,4.05,34.93,29.24,40.64,42.82,35.33,50.29,18.41,16.64,20.21,24.34,29.47,13.61,10.58,13.35,4.8,43,34,51,52,42,63,23,19,26
Chhattisgarh,Janjgir-Champa,7.31,7.63,6.98,7.51,7.82,7.2,5.58,6.03,5.12,46.14,41.34,51.5,47.95,42.8,53.78,NA,NA,NA,32.02,33.92,NA,14.12,14.02,NA,58,56,61,60,59,62,NA,NA,NA
Chhattisgarh,Jashpur,9.1,9.26,8.94,9.28,9.44,9.11,4.57,4.77,4.34,56.17,50.97,61.47,57.35,52.09,62.7,NA,NA,NA,35.6,36.41,NA,20.57,20.94,NA,84,76,93,87,78,96,NA,NA,NA
Chhattisgarh,Kanker,5.68,6.04,5.31,5.74,6.1,5.39,4.09,4.72,3.43,45.72,38.37,53.87,46.1,38.21,54.8,NA,NA,NA,26.96,27.08,NA,18.76,19.02,NA,62,61,64,63,61,65,NA,NA,NA
Chhattisgarh,Kawardha,8.48,9.05,7.9,8.73,9.33,8.13,6.88,7.31,6.44,57.25,59.01,55.48,58.02,60.66,55.36,NA,NA,NA,42.4,41.9,NA,14.85,16.12,NA,73,73,72,74,76,72,NA,NA,NA
Chhattisgarh,Korba,6.31,6.86,5.74,7.47,8.14,6.79,4.56,4.96,4.13,48.14,47.99,48.29,55.82,56.01,55.62,32.42,31.65,33.18,38.19,44.32,25.63,9.95,11.5,6.78,57,57,57,66,66,67,38,38,38
Chhattisgarh,Koriya,6.42,6.73,6.08,6.63,6.74,6.52,5.89,6.72,4.97,51.82,48.63,55.43,57.12,52.13,62.76,32.31,35.81,28.3,36.19,40.43,20.56,15.64,16.69,11.75,67,65,70,75,73,78,41,42,40
Chhattisgarh,Mahasamund,8.45,8.97,7.93,8.54,8.94,8.15,7.65,9.24,6.05,57.25,50.93,63.96,58.63,51.33,66.47,43.59,46.88,40.4,38.31,39.07,30.77,18.94,19.56,12.82,68,65,72,70,67,74,49,47,51
Chhattisgarh,Raigarh,7.75,8.22,7.27,8.05,8.49,7.6,5.9,6.56,5.24,55,50.99,59.04,54.45,50.6,58.27,58.67,53.44,64.43,39.38,38.29,46.67,15.62,16.17,12,67,64,71,68,65,72,60,56,64
Chhattisgarh,Raipur,6.81,7.22,6.39,7.14,7.35,6.92,6.03,6.9,5.11,44.98,42.97,47.04,46.23,44.59,47.9,41.37,38.3,44.52,36.03,37.53,31.66,8.95,8.69,9.71,55,53,58,58,55,61,48,47,49
Chhattisgarh,Rajnandgaon,7.57,8.14,6.98,7.75,8.29,7.2,6.67,7.41,5.92,48.78,46.85,50.67,50.83,49.37,52.24,34.13,29.7,38.87,38.05,39.31,29.01,10.73,11.52,5.12,57,54,60,60,57,62,39,36,42
Chhattisgarh,Surguja,8.61,8.95,8.25,8.94,9.31,8.55,4.64,4.73,4.54,50.46,48.57,52.55,51.78,50.24,53.48,NA,NA,NA,28.69,29.15,NA,21.77,22.63,NA,90,89,91,93,92,95,NA,NA,NA
Jharkhand,Bokaro,5.4,5.7,5.1,6.4,6.6,6.1,4.6,5,4.2,28,27,29,35,36,35,19,16,22,20,27,12,8,8,7,38,37,38,50,52,48,24,22,28
Jharkhand,Chatra,4.5,4.6,4.4,4.5,4.6,4.5,4,4.5,3.4,42,40,45,43,41,45,NA,NA,NA,25,25,NA,18,18,NA,53,49,57,54,50,58,NA,NA,NA
Jharkhand,Deoghar,4.3,4.8,3.8,4.5,5.1,3.8,3.8,3.5,4,31,27,34,31,27,35,31,30,32,16,16,12,15,14,19,40,37,43,41,38,45,35,33,37
Jharkhand,Dhanbad,5.2,5.5,4.9,6.3,6.5,6.2,4.4,4.8,4,26,25,27,35,36,33,19,16,21,20,27,14,6,7,5,37,35,39,52,53,51,25,21,30
Jharkhand,Dumka,6.7,7,6.3,6.7,7.1,6.4,6,6.3,5.6,45,44,46,45,45,46,NA,NA,NA,33,33,NA,12,13,NA,55,50,60,55,50,61,NA,NA,NA
Jharkhand,Garhwa,4.6,4.7,4.4,4.6,4.7,4.5,4.2,4.8,3.6,33,35,31,33,35,32,NA,NA,NA,19,20,NA,13,13,NA,47,49,44,47,49,44,NA,NA,NA
Jharkhand,Giridih,4.1,4.6,3.6,4.1,4.6,3.6,4.3,4.6,3.9,28,28,28,29,29,29,NA,NA,NA,18,18,NA,10,11,NA,37,37,37,38,38,38,NA,NA,NA
Jharkhand,Godda,6.7,6.8,6.6,6.8,6.9,6.7,4.7,4.7,4.7,54,55,53,55,56,54,NA,NA,NA,29,29,NA,25,26,NA,76,74,79,78,76,80,NA,NA,NA
Jharkhand,Gumla,8.9,10,7.8,9.1,10.2,8,6.6,8.2,5,45,48,42,46,50,42,24,22,26,34,34,24,11,12,NA,70,73,66,72,76,67,35,28,43
Jharkhand,Hazaribagh,4.4,4.7,4.1,4.5,4.8,4.2,4.2,4.6,3.8,29,27,33,30,28,32,26,20,33,14,15,12,15,15,14,35,32,38,37,34,39,30,26,35
Jharkhand,Kodarma,4.5,4.7,4.2,4.5,4.8,4.1,4.5,4.4,4.6,27,27,27,27,27,27,NA,NA,NA,18,18,NA,9,9,NA,33,33,33,33,33,33,NA,NA,NA
Jharkhand,Lohardaga,8.1,8.6,7.7,8.3,8.8,7.8,6.8,7,6.7,53,53,53,55,56,54,30,24,36,39,41,20,14,15,10,70,69,70,74,74,74,33,28,39
Jharkhand,Pakaur,6.6,6.9,6.4,6.8,7.1,6.4,4.8,4.4,5.2,52,44,60,52,45,59,NA,NA,NA,30,30,NA,21,22,NA,78,71,86,80,73,87,NA,NA,NA
Jharkhand,Palamu,5.1,5,5.1,5,5,5.1,5.2,5.6,4.9,40,39,40,40,40,41,26,23,29,23,23,13,17,17,13,52,50,54,54,52,55,30,23,37
Jharkhand,Pashchimi Singhbhum,8.1,8.7,7.5,8.7,9.3,8.1,4.9,5.6,4.2,53,53,53,57,56,57,28,31,25,35,37,21,18,20,8,87,85,89,96,93,98,38,40,37
Jharkhand,Purbi Singhbhum,5.5,6,4.8,6.4,7.1,5.6,4.8,5.3,4.3,25,25,25,31,31,30,19,19,20,17,21,12,8,10,7,34,34,34,45,47,43,24,22,27
Jharkhand,Ranchi,6.2,6.9,5.5,6.4,6.9,5.9,5.9,6.8,4.9,30,30,30,35,34,36,21,23,18,21,26,13,9,9,8,44,44,44,50,48,52,32,36,28
Jharkhand,Sahibganj,6.5,6.7,6.2,6.6,6.9,6.3,5,5.2,4.8,52,51,53,53,52,54,33,32,34,30,30,23,22,23,10,76,73,79,80,77,83,40,36,43
Madhya Pradesh,Balaghat,8.6,9.5,7.8,8.7,9.6,7.9,8.1,9,7.1,58.78,56.9,60.73,59.77,56.13,63.48,52.63,61.49,42.86,45.86,46.67,40.75,12.92,13.09,11.88,69,67,72,72,69,75,57,61,52
Madhya Pradesh,Barwani,11.2,12.1,10.3,10.7,11.4,10,13.4,15.3,11.4,65.66,65.4,65.93,64.53,63.5,65.62,70.46,73.98,67.15,40.82,42.29,34.61,24.84,22.24,35.85,89,89,89,85,85,85,105,105,105
Madhya Pradesh,Betul,8.5,8.8,8.2,8.9,9.1,8.7,6.7,7.4,5.9,60.8,60.97,60.6,63.22,63.71,62.65,46.51,44.33,48.91,44.32,44.82,41.34,16.48,18.4,5.17,70,72,68,75,77,72,47,44,49
Madhya Pradesh,Bhind,6.6,7.1,5.9,7.3,7.9,6.5,5.4,5.8,4.9,54.14,55.1,53.04,61.88,63.86,59.58,39.07,37.51,40.76,31.18,36.92,20.01,22.96,24.96,19.06,67,66,67,77,77,76,47,45,50
Madhya Pradesh,Bhopal,5.6,6.6,4.5,7.4,8.6,6,5.3,6.2,4.3,47.57,50.21,44.68,60.67,52,71.15,44.25,49.73,38.41,29.07,43.84,25.33,18.5,16.82,18.92,60,64,57,87,78,98,54,61,47
